Referência:;2019;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;janeiro;;fevereiro;;março;;abril;;maio;;junho;;julho;;agosto;;setembro;;outubro;;novembro;;dezembro;
001.010.0002 - Utilidades;001.0005 - Férias;3554,055972;4464,224361;3928,952209;3579,309397;3431,969078;4381,335033;3546,70085;3763,768639;4750,888622;5401,625362;4738,471606;4401,247819;3677,732699;4636,926752;4978,085159;4703,603315;3544,723457;5280,244573;4808,503621;3913,56718;4793,881581;5430,533548;4424,266814;4457,386807
001.010.0003 - Predial;001.0005 - Férias;1310,023102;1455,065768;1375,156022;1876,046686;1775,97792;1580,022749;1190,521328;1355,842456;1534,433361;2581,306843;1300,875827;1153,765938;1599,047555;1606,519711;1571,933254;1455,539277;1139,46477;1644,108622;1519,096717;1604,038066;1740,093072;1568,159243;1602,684794;1500,935624
001.001.0001 - Linha de Produção;001.0005 - Férias;177970,2963;186307,0671;245093,5235;158508,9353;231283,8044;187199,6171;195647,7564;219857,0851;270087,064;343551,5441;189936,4006;235051,5124;251022,9358;190537,8672;187607,0725;280111,6703;182603,0463;256012,4437;253400,0104;241638,1745;225100,707;247325,1187;188419,2243;181428,8207
001.001.0002 - Gerência de Produção;001.0005 - Férias;32802,4939;40310,07382;28765,42903;42706,67317;44596,25337;37076,20816;42489,43118;47850,44297;50406,87254;52148,33805;41582,06721;31251,02143;30292,77377;33319,52436;51917,126;39923,20997;43866,73668;42568,99655;33804,67524;28845,39085;47856,42813;46938,12675;42006,52982;38560,97061
001.002.0001 - Equipe de Vendas;001.0005 - Férias;22219,22611;25457,47642;15800,76971;18215,32621;19637,75965;25941,96986;18368,92831;20633,09975;22683,49679;38023,99594;22694,62776;24760,63788;21940,2851;22551,6376;24428,33372;26051,77322;20824,24547;22508,6855;26834,62125;23318,24269;19123,97795;26487,22921;24063,93524;16691,37948
001.002.0002 - Marketing Digital;001.0005 - Férias;10515,92346;8798,510577;7436,22731;8635,275267;7694,322572;6122,076467;9577,723521;8544,429364;9121,938245;13627,89795;10931,23699;7925,722601;11199,48617;9132,590604;10520,15157;11357,38682;8150,261874;9092,154634;8652,564471;11382,02885;10705,57032;8580,596508;7805,132058;9194,848298
001.002.0003 - Pesquisa de Mercado;001.0005 - Férias;3478,142771;3614,516387;2760,017988;4036,233938;3022,86892;3209,82237;3585,766347;3158,280257;3232,349162;5779,77743;3977,320969;4352,441334;3775,918608;4617,113261;3700,993463;4613,988993;3075,547068;3940,836481;5040,525912;3592,689686;3835,187811;3753,69471;3218,485743;4218,597474
001.002.0004 - Gerência de Vendas;001.0005 - Férias;2231,109235;1475,594871;2084,620377;1538,724119;2038,033972;1842,212279;1578,992516;1525,622379;2310,347337;2844,348568;1857,712835;1898,985481;1374,422188;1332,926823;1531,778407;2374,738138;1677,729864;1659,340824;1997,693164;2347,618187;2428,872688;2454,755088;2255,740339;2094,651931
001.003.0001 - Recrutamento e Seleção;001.0005 - Férias;2757,383979;3319,630778;3701,319108;3136,912055;3673,778418;2939,517495;3602,215781;2906,364041;4607,368306;5746,892904;4206,031857;4264,388569;3885,844138;4154,25013;2816,723966;2987,210106;3772,814159;3174,960699;2515,710346;4121,642106;3306,655911;3546,989642;3376,571404;2375,479682
001.003.0002 - Treinamento e Desenvolvimento;001.0005 - Férias;2126,766176;2444,402193;3060,281786;2433,608044;2968,153355;2557,068018;2631,615442;2101,63006;3403,42692;4253,430623;2466,486663;3456,273185;2588,226477;2842,135788;2276,381337;2732,790599;2914,767379;2506,242621;3241,923186;2430,5593;3640,268109;2337,569469;2662,482668;2904,750599
001.003.0003 - Remuneração e Benefícios;001.0005 - Férias;1888,809348;1637,791763;1730,677812;1956,957396;1806,693177;1884,144647;1971,554146;1898,625419;2518,98248;2353,891223;2396,714673;2821,402231;2822,828227;1937,694499;2339,307775;2000,182608;1756,57787;2235,272493;2147,637613;2448,366767;2340,49795;2360,691906;2243,791512;2472,996652
001.003.0004 - Relações Trabalhistas;001.0005 - Férias;1439,870725;1439,947625;1348,215044;1231,82285;1849,623085;1584,611833;1900,548419;1295,303152;2080,729716;3377,655743;1717,027187;1675,587186;1393,625034;1598,908674;2140,975171;2050,982736;1505,598591;1679,572208;1560,845048;1986,234814;1373,716538;1936,465378;1359,551135;1485,202738
001.003.0005 - Gerência de RH;001.0005 - Férias;1252,716379;1098,513408;1185,595774;963,8563881;967,8419801;991,7404065;1106,508755;1300,884447;1477,951905;1685,180345;1190,721519;1212,676502;1220,124019;985,4054985;1280,210537;1087,964628;1308,246194;830,8124119;1231,712223;1017,145652;1065,660878;1093,420865;1215,739064;1211,8753
001.004.0001 - Contabilidade Geral;001.0005 - Férias;3611,083486;3258,361371;2806,511321;2570,024918;2860,226686;2757,940454;2767,723763;2465,978265;2770,595395;4665,541512;3101,296604;2981,283304;2677,409313;2713,495126;2773,993128;2623,073878;2883,49643;2610,669347;3395,431669;2629,038079;2775,96645;3357,874004;2271,042902;3578,056573
001.004.0002 - Planejamento Financeiro;001.0005 - Férias;1322,271328;2035,658079;2064,146456;1377,993542;1809,703441;1713,659722;1852,823498;1420,172963;2623,949136;3114,796681;2011,217821;1616,067516;2033,284855;1395,260712;1813,026077;1784,895675;1833,112788;1785,340789;1750,148686;1495,642697;2276,938178;2752,795083;1658,384737;1894,979579
001.004.0003 - Tesouraria;001.0005 - Férias;1466,882227;1570,918282;1255,219968;997,5155309;1078,578947;1179,18683;1613,365415;1287,305735;1466,874913;2128,03129;1370,834149;1435,573577;1660,908886;1444,46724;1738,462119;1386,708411;1741,123135;1521,880611;1608,364425;1344,603621;1757,876339;1587,988548;1415,755305;1671,860088
001.004.0004 - Controladoria;001.0005 - Férias;839,6138526;1132,833337;1258,072381;1087,447012;1118,386671;960,8130523;1329,62478;921,7653303;1437,149811;1976,785284;864,5785498;1164,974061;1203,370665;1340,478689;1160,578209;881,6737727;1080,601059;1207,091947;1268,589239;1467,957792;1250,084298;1226,78279;1313,76427;1003,022397
001.005.0001 - Pesquisa e Desenvolvimento;001.0005 - Férias;2820,173896;3821,949048;3747,006092;3664,81817;3653,971568;3963,900153;3722,59853;4118,544427;5625,59847;4877,300235;3076,57715;3932,472528;2797,792978;3454,328343;3394,215122;4118,898417;3356,081579;3757,863093;3739,224067;3843,460992;5087,1585;4042,568551;4255,696419;2934,654898
001.006.0001 - Testes de Qualidade;001.0005 - Férias;8459,198572;5810,607844;6843,518942;5446,850899;9155,592268;7955,455955;7782,936043;6894,339707;12244,87312;9540,014646;7718,5567;8478,850667;6949,915493;7147,209024;9640,76844;8232,390414;8269,310642;7837,710067;9151,621143;8221,897161;6268,081748;7934,67018;6763,088773;8265,964337
001.006.0002 - Inspeção de Produtos;001.0005 - Férias;2209,231465;1824,026793;2359,448293;1645,283976;2168,70794;2388,097358;2110,040884;2282,654091;2961,026658;3088,985498;1736,417081;2553,034468;2266,108902;1801,897688;1821,407643;2254,272125;2828,261702;1909,838427;2288,682582;2292,559622;2070,406027;2011,010177;1905,441977;2404,606404
001.006.0003 - Documentação Legal;001.0005 - Férias;900,4045438;785,0905911;1221,42637;906,952932;1023,879389;908,618971;1181,486773;1017,016467;1621,871281;1881,870735;910,3706585;1048,446863;1165,033616;928,8703555;1141,727889;1402,88692;1136,33488;784,4401786;1284,676699;854,4221971;1552,965839;1323,739737;1195,072493;917,072172
001.007.0001 - Gerenciamento de Estoques;001.0005 - Férias;2213,017599;3693,062782;3642,629866;2796,82326;3103,407952;2794,634695;3559,300961;2508,962561;3554,704073;4721,110399;3934,750975;2535,377669;2987,686059;2909,842737;2624,158315;3620,066735;3205,158551;3270,51906;3453,795796;3605,794368;2922,806906;2923,078044;2883,451589;2913,57534
001.007.0002 - Transporte e Distribuição;001.0005 - Férias;2450,229554;2490,344265;2415,323366;2280,311173;2800,550824;2659,838691;1782,61659;2307,811129;2623,127572;4854,663022;2181,633627;2209,739943;2438,335239;3300,445743;2752,849555;2445,338315;2469,710976;3140,025059;2901,229485;2686,51725;2321,132419;2864,158708;1933,279463;2249,570773
001.007.0003 - Aquisição e Compras;001.0005 - Férias;1233,530113;1146,164432;1209,094028;1395,982572;1639,901467;1056,740043;1274,42815;1552,779264;1751,321903;2344,493574;1763,860014;1203,520328;1743,643436;1804,800947;1296,491742;1203,981409;1493,876857;1597,191734;1757,267797;1767,378745;1414,850617;1908,88163;1537,695358;1220,50016
001.007.0004 - Planejamento de Suprimentos;001.0005 - Férias;366,1560959;357,8918566;347,3054047;397,3589173;372,3542931;279,0267866;355,8233031;414,09133;391,6050302;622,1330021;402,1126299;303,2973955;403,2363025;476,1076266;376,008665;395,2561707;345,7698948;395,4065665;368,7480953;411,9270336;387,2869514;430,6014946;269,8070176;325,6176679
001.008.0001 - Suporte Técnico;001.0005 - Férias;4764,049576;3120,699983;4347,519234;4357,113293;3688,282605;4251,755958;3596,495046;4184,437581;3764,516922;5527,250831;4637,488104;5657,554149;4501,595451;3658,651661;4862,723455;3990,275428;3685,774021;3478,42166;4880,965869;5467,512093;4879,688823;5777,994126;4050,747324;5393,535052
001.008.0002 - Desenvolvimento de Software;001.0005 - Férias;2664,116475;3710,314065;3134,726741;2517,632056;3594,432034;2951,461013;3332,101369;3780,148987;3822,136948;5045,171207;2821,541303;3992,080314;3985,032443;2823,84464;3042,699196;3164,510147;3681,279099;2658,383745;2986,483839;3682,04977;3333,405024;4059,986715;3779,389843;2774,156774
001.008.0003 - Gerenciamento de Redes;001.0005 - Férias;1635,677822;2749,475857;1822,931071;2343,369151;1852,217689;2187,321254;1818,27633;1803,312341;3334,823907;3638,074435;2088,661648;2181,454306;2262,118056;2422,629768;1776,516774;2184,770937;1936,233661;1955,71947;1989,441294;1893,63112;1905,62092;2462,056156;2423,554724;1628,765667
001.008.0004 - Segurança da Informação;001.0005 - Férias;1086,438612;1261,237848;1078,380122;944,4448678;913,9366228;1270,41494;1019,582493;1120,625659;1293,737848;1754,989155;1060,186312;1053,271232;1202,027673;1341,358822;1218,310434;1185,47139;1356,126949;1006,614314;1088,764005;1056,925733;938,150094;1184,910866;1193,172171;1116,399582
001.009.0001 - Novos Projetos;001.0005 - Férias;2058,20862;3023,782733;2462,670319;2884,388919;2540,072164;3068,558279;2723,579848;3577,451451;3965,309826;5048,017591;2843,373211;3049,98011;2640,269289;2838,718487;3413,409655;3664,13096;2328,326145;2341,480371;2933,199117;2831,44332;2455,760228;2611,477187;3093,964015;3508,192647
001.009.0002 - Gestão de Projetos;001.0005 - Férias;2567,891364;1488,245526;2582,986521;2070,095332;2453,157712;1586,21906;1724,225808;2369,703036;3234,302476;3636,676794;2394,13154;2137,235704;2097,295196;2025,938503;2350,409416;2557,957583;2726,701037;2016,025821;2525,711509;2525,659861;2081,209099;2518,053828;1859,82161;1522,692292
001.009.0003 - Desenho Tecnico;001.0005 - Férias;1349,943096;1220,387295;1020,072941;1369,864966;1473,892199;1360,854975;1214,096948;1333,765283;1816,745427;1843,916224;1125,409772;1559,832365;1707,373464;1401,29488;1568,499353;1354,600782;1648,986236;1515,345747;1252,330283;1552,35324;1635,540361;1386,554562;1559,446996;1548,819199
001.009.0004 - Gerencia da Engenharia;001.0005 - Férias;507,2658325;649,6618223;626,4408206;658,6105239;820,5543575;668,7267463;859,68721;595,7182847;1001,442003;1251,367917;699,8045773;656,2890342;797,5598205;791,4705386;618,8716603;737,6218303;794,1080689;571,7854722;891,6704195;877,345717;818,4423817;986,0054426;561,2763925;757,3299425
001.010.0001 - Equipamentos;001.0005 - Férias;6875,736281;9317,701188;10396,93216;6217,008639;7058,643372;9143,037432;8522,049554;6854,59736;11129,29481;13742,72114;10538,04231;7119,544841;9019,202651;7145,350277;9032,730327;7534,907195;7817,98033;8303,790029;11277,69432;8209,709748;8878,807949;10297,74617;6246,836401;9344,348886
001.010.0002 - Utilidades;001.0005 - Férias;5138,993366;4202,243797;4305,697136;3873,608608;4242,905559;4777,987287;3887,200215;3699,002006;5213,862701;5945,548824;4771,947219;5202,172371;3690,554454;4597,176268;5235,929821;4688,256814;3898,077348;4718,140852;4534,824272;4625,386738;4571,191874;4334,392366;3798,976153;4223,987202
001.010.0003 - Predial;001.0005 - Férias;1729,766062;1477,973868;1213,418833;1341,432351;1099,835553;1409,36678;1334,862516;1308,924597;1650,336856;1859,0622;1423,784409;1078,311991;1624,441061;1181,459419;1354,607249;1790,890878;1366,417475;1831,963002;1641,884305;1418,864439;1388,534893;1660,189518;1608,434274;1620,473652
001.001.0001 - Linha de Produção;002.0001 - FGTS;153452,6835;141623,3068;198456,3264;190530,9244;145023,3537;142838,4087;154573,6536;138864,3074;185608,9077;153794,2766;176553,2554;174335,8597;159965,9065;177320,5524;202290,7929;150512,877;158996,8569;215813,5644;191337,3505;131734,2348;167768,902;167198,8854;140176,5901;133851,366
001.001.0002 - Gerência de Produção;002.0001 - FGTS;25091,52891;25729,93281;26430,22337;26015,13301;30882,70769;26156,90712;33588,5777;26415,3601;29625,11564;33176,94169;39453,38687;24174,275;27627,16924;35587,67022;32083,74338;32505,73958;41487,18099;35933,32886;39894,48926;33055,07722;41585,25631;30444,42435;35624,0458;37129,48726
001.002.0001 - Equipe de Vendas;002.0001 - FGTS;18284,62608;18971,88719;17807,32774;17892,32942;14130,65865;12585,3389;16039,36505;15320,29657;17354,74286;18480,53082;15177,29969;15073,72784;20429,20758;16197,10967;19163,07693;22621,22684;15735,33095;14424,07938;16158,1859;19512,7815;17398,32625;15176,02319;12233,4631;16386,60379
001.002.0002 - Marketing Digital;002.0001 - FGTS;5643,057038;5465,782631;7760,863362;5758,340184;8830,857564;8242,088582;8757,792979;6616,029198;6988,649013;8636,479258;9351,013021;8077,188919;9288,841172;6730,208528;7181,866366;7777,880414;8088,497383;8230,66115;5875,639422;6458,796213;8771,957363;8960,015837;8765,360221;7182,272541
001.002.0003 - Pesquisa de Mercado;002.0001 - FGTS;3029,663981;2802,430936;2479,013551;2627,066569;3058,180402;2136,135519;2512,204859;2400,687307;4074,804248;2931,920111;3274,817439;2389,292152;3117,696653;2149,01697;2878,303819;2646,845916;3415,578302;2550,345417;3492,098447;2324,699539;3364,958078;3690,314772;3484,754922;2382,231749
001.002.0004 - Gerência de Vendas;002.0001 - FGTS;1254,396766;1350,639813;1292,155599;1585,616184;1530,865585;1680,007095;1385,618174;1666,905782;2267,609136;1801,157125;1815,654526;1250,732193;1859,113326;1301,617997;1167,451652;1273,308878;1220,261845;1462,302302;1523,365087;1392,18221;1559,505649;1828,985793;1569,903688;1714,879242
001.003.0001 - Recrutamento e Seleção;002.0001 - FGTS;2413,992787;2825,854737;2284,407737;2455,796657;2878,172879;2872,140705;2731,394215;2671,584487;3912,786735;3026,892291;2202,024678;2369,586028;2555,029584;2863,224812;3149,932038;2325,473338;3418,923122;2531,266297;3175,339908;2092,903832;2921,755429;3214,172872;2567,749694;2380,417864
001.003.0002 - Treinamento e Desenvolvimento;002.0001 - FGTS;2431,645861;2322,910882;2409,19128;2111,460869;2573,33495;2407,007373;2044,483144;2392,926253;1960,570782;2887,29937;2557,280208;2880,827906;1980,33438;2593,396004;2023,815386;1968,793377;1908,158775;2598,530328;2540,49371;2336,745364;2007,098994;2115,878451;1597,959095;2062,894684
001.003.0003 - Remuneração e Benefícios;002.0001 - FGTS;1391,919229;1588,258846;2098,433537;1290,557503;1696,737766;1689,911712;1802,879127;1557,081225;2111,727555;2031,811433;1526,221855;2114,266916;2109,340496;2002,209326;2097,277518;2046,323858;1657,772044;1766,297655;1890,405193;1637,472948;1760,189454;2104,742266;2181,38215;1551,705423
001.003.0004 - Relações Trabalhistas;002.0001 - FGTS;1187,787938;1270,407218;1255,25621;1341,032834;1395,999776;1239,495053;1240,075992;1225,747783;1466,865704;1605,812888;1344,349961;1044,995318;1537,100739;1038,133631;1433,326738;1660,739546;1385,186321;1452,971269;1562,746444;1306,648684;1787,488869;1138,617446;1321,471594;1104,6516
001.003.0005 - Gerência de RH;002.0001 - FGTS;635,7304586;745,6332068;1042,23084;826,4827707;710,7539641;812,5351057;734,1737053;769,4601616;1079,693741;999,1299587;875,0914867;976,6409058;1003,346963;821,8428843;1057,203852;860,8316797;824,0914397;1031,834703;691,0427438;801,3203813;1120,859435;1263,402183;958,0798916;899,1404177
001.004.0001 - Contabilidade Geral;002.0001 - FGTS;2733,065239;2358,24475;2438,889682;2135,060524;2092,21336;1957,589612;1841,855171;2907,079042;3090,017656;2886,387429;2160,230697;2345,393645;2757,787232;2500,215647;2997,296241;2652,241555;2459,342553;2199,88395;2102,416826;1969,431676;3037,74054;2241,658656;2226,058707;2006,95754
001.004.0002 - Planejamento Financeiro;002.0001 - FGTS;1729,830707;1341,045947;1479,4514;1141,59444;1540,846849;1162,389671;1385,515865;1499,689043;1640,709827;2158,472022;1911,530216;1575,763504;1679,454478;990,9669181;1406,445365;1177,592746;1412,775776;1109,385522;1301,610075;1740,955836;1287,650063;1196,734302;1719,668325;1074,611479
001.004.0003 - Tesouraria;002.0001 - FGTS;1102,033384;1187,360819;1145,573579;1030,454388;1068,78645;986,6996351;981,0424448;1324,170993;1343,969489;1527,409447;874,3741281;1238,317553;1068,855311;1217,686696;1246,596161;1119,093725;1153,548474;1461,19785;944,9055747;900,2339076;1256,272394;1206,313317;1465,710259;1108,659511
001.004.0004 - Controladoria;002.0001 - FGTS;661,874291;844,4657592;954,9672184;859,6778619;1117,450474;902,944832;1020,740397;1070,214582;1194,040701;901,1916015;1091,890458;957,8704427;704,6990152;791,8937361;1114,50796;905,2753435;929,9621969;1027,592709;992,6885343;849,9037958;832,4449928;1099,720787;1093,799489;887,6872354
001.005.0001 - Pesquisa e Desenvolvimento;002.0001 - FGTS;3385,556107;2302,160425;2356,019488;2392,108945;2817,382415;3130,258241;3615,589599;2676,007684;3333,899825;2801,013272;2659,257019;3133,254964;2848,464484;3031,403025;3050,206919;2922,593639;2152,420464;2738,3561;2649,645051;2853,099452;3114,81439;2851,715243;3433,956786;2603,910147
001.006.0001 - Testes de Qualidade;002.0001 - FGTS;7070,599144;5504,35911;5667,464442;5728,768203;5422,28115;5657,864473;5278,06655;4600,675984;8198,16512;7160,410392;6403,852706;4511,491929;6515,194686;6385,758745;6394,655373;5367,545164;6246,890185;6476,477065;6924,102115;6479,969654;8296,708847;8337,734146;5805,322956;6033,804021
001.006.0002 - Inspeção de Produtos;002.0001 - FGTS;1635,401886;1769,043514;1484,157248;1550,406859;1662,136915;1448,490555;1426,393319;1304,243906;2204,861952;1605,963017;1388,14484;1346,552106;2044,102684;1752,84731;1644,609256;1842,282893;1509,532057;1773,697189;1927,801438;1440,462968;2066,606579;1791,387333;2082,961318;1433,703893
001.006.0003 - Documentação Legal;002.0001 - FGTS;861,1268339;863,6891662;873,6596499;857,8766085;825,2392416;908,661553;1068,827836;885,7466557;1184,415979;924,0951147;790,9118958;748,8925642;793,7133227;1060,815252;1038,004326;778,0221357;1000,197974;981,7228426;972,7201494;1048,069978;813,8446674;1000,605342;970,2110563;902,4226802
001.007.0001 - Gerenciamento de Estoques;002.0001 - FGTS;2497,984791;2863,189964;1909,384264;1896,014754;1689,246045;2669,409238;2698,344537;2120,496477;2377,628679;2187,886873;2001,369475;2434,326715;2812,820122;1830,894225;2121,918797;2463,64641;2275,024716;2467,490613;2083,599121;2664,257047;1920,135706;2360,127597;2223,735087;1977,815899
001.007.0002 - Transporte e Distribuição;002.0001 - FGTS;2027,363424;2411,52695;1485,078245;1654,986426;2008,508674;2209,035335;2131,748109;1591,626188;2760,381504;2354,699276;2463,4436;1989,060132;1527,460514;2323,513736;1684,549661;2027,564959;2759,526978;2476,471067;2085,461436;2415,294199;2121,290305;2060,933475;2357,391492;2116,325799
001.007.0003 - Aquisição e Compras;002.0001 - FGTS;909,0268694;974,0387955;1181,466895;884,3025572;1304,336664;915,673762;1026,080489;1271,395057;1450,499241;1088,834786;1190,263929;1383,431923;1145,384878;1226,740581;1024,361989;1222,986869;1608,672494;1166,542234;1294,476506;1079,348728;996,3712586;1110,920131;1271,948679;1392,806326
001.007.0004 - Planejamento de Suprimentos;002.0001 - FGTS;248,9307212;254,3682468;331,9476869;293,0978676;265,7868739;281,7440886;291,0035544;299,2429805;389,7637006;356,4167755;322,1660384;370,8573303;234,664116;295,034671;346,9930226;276,3738617;308,4211876;353,9822142;260,7459021;296,1597438;320,3734721;339,1526356;297,5418222;216,0680346
001.008.0001 - Suporte Técnico;002.0001 - FGTS;4001,090485;3473,089266;3340,025974;3699,794262;3038,656221;3665,374299;2642,441843;3606,066912;3928,00341;4103,932757;3135,093148;3191,798324;3559,374997;3182,184895;2943,756241;3443,258654;3238,239391;3990,287064;3572,092706;2759,831711;4764,294263;3314,07406;3365,016746;3281,255811
001.008.0002 - Desenvolvimento de Software;002.0001 - FGTS;2574,66073;2087,067462;2264,17223;2349,284276;2672,449092;2465,190302;2682,767959;2468,348569;3038,671616;3127,87786;2760,534636;2715,058831;2412,582684;2208,352742;1975,188618;3111,506192;3038,999243;2578,582145;2096,038948;3182,991998;2535,16722;2629,951875;2745,402133;2504,406538
001.008.0003 - Gerenciamento de Redes;002.0001 - FGTS;1865,270323;1571,54116;1943,418406;1793,652562;2041,191811;1565,175138;1494,549437;1477,944727;2205,918964;1936,199367;1788,103197;1860,857317;1747,768535;2099,831861;2161,854331;1599,040167;1803,24309;1541,298724;1820,38793;2129,226759;1986,231369;2246,990452;1865,673446;1904,718956
001.008.0004 - Segurança da Informação;002.0001 - FGTS;817,3389116;726,5113639;928,59324;713,6908112;811,8818876;709,8383421;956,5905048;861,7645389;749,017998;1063,544125;781,5742055;737,2424073;712,7081323;1046,896364;950,7803068;759,1290284;914,9283917;837,5356131;690,5460055;910,6712314;1053,671883;1004,39718;843,8159341;906,0713666
001.009.0001 - Novos Projetos;002.0001 - FGTS;2510,336586;2252,953666;2194,363779;2071,581594;1635,788413;2388,773736;2817,676268;2628,45606;2293,718955;3037,819446;2386,465285;1974,365487;2786,543932;1718,829604;2611,756794;2483,671801;2213,449892;1741,213126;2413,437626;2658,9642;2142,725182;2536,516179;2489,243136;1914,586686
001.009.0002 - Gestão de Projetos;002.0001 - FGTS;1549,249286;1498,315857;1231,044061;1474,90101;1508,752567;1886,787368;1683,593439;2109,232168;1550,304191;1893,031816;1906,676264;1934,245114;1864,449814;1865,889555;1822,529985;2205,258966;1885,598307;1860,409966;1968,155221;2054,553848;2376,085752;1859,382054;1507,755573;2128,106343
001.009.0003 - Desenho Tecnico;002.0001 - FGTS;1114,2239;1126,571603;924,9230574;1055,322996;1264,884964;921,6938818;996,2238907;982,9505757;1555,517265;1269,156559;1361,636396;1125,855912;1346,545065;1197,595679;1240,915925;1368,409571;1001,889238;1172,824462;995,0236577;1223,517743;1043,530774;1431,655359;1379,898338;1306,347768
001.009.0004 - Gerencia da Engenharia;002.0001 - FGTS;547,792768;538,3089894;559,7368122;557,6756374;560,5708813;521,9193287;498,7659822;520,583936;708,7062903;719,1921239;570,1100921;647,7551844;679,3929255;502,5010132;477,5898197;566,0215668;782,8369105;666,4217871;613,9530417;713,7239112;716,888904;637,2341149;644,1332674;685,2345244
001.010.0001 - Equipamentos;002.0001 - FGTS;7180,972209;6449,805662;7263,920354;6381,439083;7432,737692;4839,991961;5872,185129;7366,379631;8069,191697;9588,436502;5489,02569;7976,03534;5963,291563;5269,901278;8049,519688;8017,400051;7830,206726;6957,250849;7928,961853;5972,023865;6536,047309;6753,291589;6222,79474;6396,745845
001.010.0002 - Utilidades;002.0001 - FGTS;3315,023944;3485,918028;4458,9816;3713,535367;3251,005995;3940,169052;2742,9371;3987,495028;3799,784164;3285,969605;3656,476102;3845,595281;2996,378082;2910,919024;3392,074401;3926,960297;3794,858333;3504,506342;2900,802194;4043,861133;3982,826847;4040,433049;3139,946971;4021,699179
001.010.0003 - Predial;002.0001 - FGTS;1276,805905;1144,559443;907,5067294;1041,632484;1045,787171;1144,979945;936,7495812;1150,137789;1257,180098;1610,323535;1239,53825;1074,052141;1127,0062;930,8851869;937,3373165;1182,794029;1058,193965;1363,664346;1413,998617;1213,881491;1428,502006;1383,008507;1316,118479;1199,227492
001.001.0001 - Linha de Produção;002.0001 - FGTS;124816,5233;201480,3572;147958,3288;152885,5538;212583,9474;185339,2607;158754,3995;183267,7354;231439,0899;218619,0622;204117,5967;162304,3649;139086,4018;149148,1382;182703,5344;175995,4738;148058,6079;156997,6102;176791,2068;168423,0248;143842,0644;187307,5846;226973,7014;217607,2665
001.001.0002 - Gerência de Produção;002.0001 - FGTS;32821,40249;28356,39942;26274,00057;27551,60187;31210,19373;26483,26825;29228,91583;23267,06296;42741,0283;27829,32107;34135,10479;36562,26537;31235,10741;36879,68303;30465,72584;32710,21149;38132,40208;38470,06171;33038,66145;36299,80335;28896,72795;34085,76711;25486,68678;31376,37012
001.002.0001 - Equipe de Vendas;002.0001 - FGTS;16822,58396;20916,9235;14486,93094;16762,4864;12630,00016;18776,21794;18183,83171;16057,49206;24513,91443;24192,72554;18074,31364;16791,71354;20823,98992;17634,74855;17059,50722;21019,73705;20958,54941;17451,72255;18223,98094;18771,76439;14133,7773;16194,07847;16970,15298;15877,86312
001.002.0002 - Marketing Digital;002.0001 - FGTS;8297,552268;6830,217988;6258,519142;5525,335178;7824,226755;8426,644917;7120,661711;8155,395706;9045,932732;9134,081553;8035,499054;6946,639093;7689,129501;6532,074414;6647,9635;9547,721967;8083,482385;8360,591565;7805,798504;7792,068968;9676,024386;8753,057227;6928,750553;6787,359615
001.002.0003 - Pesquisa de Mercado;002.0001 - FGTS;3413,694093;3490,107129;2542,76712;2803,671237;3378,706934;1967,083646;2687,11441;3142,809406;2886,555259;4393,807049;2871,021693;3483,938161;2296,589874;2530,781888;3028,229455;3007,852241;2417,596541;2863,140677;2935,828256;2892,278895;3571,724717;3080,826969;2868,7808;2535,851417
001.002.0004 - Gerência de Vendas;002.0001 - FGTS;1061,316032;1295,777937;1549,038362;1421,809838;1742,147915;1513,132666;1283,362131;1461,295288;1598,558237;1705,706498;1548,469471;1714,330765;1597,606983;1437,151075;1218,042749;1602,897869;1470,023244;1544,039124;1494,824794;1672,705478;1776,31111;1634,612891;1600,221052;1442,889604
001.003.0001 - Recrutamento e Seleção;002.0001 - FGTS;2916,795376;2692,442289;2309,800127;2251,597787;3104,109964;2047,313337;2552,43048;2791,586061;2717,145244;3197,492075;2825,772036;2495,203227;2292,851812;2233,232178;3261,683743;3218,854855;2613,437763;2507,929058;2882,89396;2423,937358;2807,625621;2700,05886;2575,242647;2428,6897
001.003.0002 - Treinamento e Desenvolvimento;002.0001 - FGTS;2114,695615;1873,77047;2367,105847;1910,793102;1734,896982;2448,175408;1880,305179;1906,876296;2679,092508;2330,093681;2324,324325;2005,463536;2032,895356;2049,884464;2498,130951;2660,935868;1580,542524;2600,988861;2308,224068;1958,576716;1817,91959;2560,238733;2717,099506;2156,41269
001.003.0003 - Remuneração e Benefícios;002.0001 - FGTS;1998,084889;1470,929931;1662,526377;1503,701498;1923,685168;2003,920883;1704,33482;1334,533404;1813,599908;2100,709171;1680,62293;1846,673267;1490,971678;1774,251639;1721,078854;2317,738416;2081,197912;2115,171087;1913,533386;1353,14167;1836,549511;2181,527158;1627,05986;2020,34387
001.003.0004 - Relações Trabalhistas;002.0001 - FGTS;1254,610302;1538,543382;1464,610068;1060,239163;951,9957697;1245,875686;1379,742052;1305,530695;1832,77883;1751,561283;1318,690943;1665,289676;1063,218539;1317,544513;1027,630942;1753,214719;1486,019782;1101,367864;1126,757383;1335,128822;1498,329195;1671,095014;1384,687998;1442,027514
