Referência:;2021;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;janeiro;;fevereiro;;março;;abril;;maio;;junho;;julho;;agosto;;setembro;;outubro;;novembro;;dezembro;
001.006.0002 - Inspeção de Produtos;001.0005 - Férias;2507,71;2585,4;2587,61;2017,37;1894,27;2657,51;2418,84;2430,04;3176,32;3761,42;2010,48;2826,41;2239,17;2094,57;2865,81;2312,42;2736,49;2563,03;2621,74;2744,57;2608,04;2835,42;2362,86;2136,53
001.006.0003 - Documentação Legal;001.0005 - Férias;1074;1302,81;1321,83;1278,61;1140,71;1094,4;1139,76;1098,89;1445,04;1733,29;1275,34;1163,28;1161,07;1454,55;1135,14;1430,9;1338,59;1164,48;1420,91;1148,27;1126,53;1451,99;1299,56;1002,77
001.007.0001 - Gerenciamento de Estoques;001.0005 - Férias;3130,45;3333,5;2573,83;2993,42;3395,06;3227,3;3350,1;2595,56;3559,1;4595,84;2802,19;3702,98;2885,09;3695,48;2675,44;3208,83;3508,27;3444,1;3016,76;2932,76;3523,15;3063,63;3654,74;3601,96
001.007.0002 - Transporte e Distribuição;001.0005 - Férias;2196,72;2695,64;2314,18;2616,61;2893,83;2801,64;3076,09;2111,27;3645,92;3716,91;3049,71;2661,23;3399,96;2445,25;2451,66;2941,25;2451,58;2503,68;2753,13;2520,83;2536,67;2809,01;3237,54;2301,76
001.007.0003 - Aquisição e Compras;001.0005 - Férias;1712,06;1225,57;1603,25;1705,46;1501,28;1597,53;1284,7;1615,95;1698,19;2037,09;1453,52;1599,52;1836,9;1529,34;1634,69;1637,86;1459,16;1775,32;1636,48;1356,53;1654,18;1806,11;1567,86;1680,94
001.007.0004 - Planejamento de Suprimentos;001.0005 - Férias;368,4;342,23;319,11;315,3;405,69;361,79;312,19;380,29;559,16;641,11;474,43;358,1;386,67;402,14;465,08;413,76;482,95;459,22;378,49;405,36;420,15;416,94;412,83;352,23
001.008.0001 - Suporte Técnico;001.0005 - Férias;4856,68;4035,96;4153,19;4119,68;4606,43;4525,72;3730,39;5007,84;6544,87;8109,83;4190,74;5113,76;5496,36;4252,01;5697,42;4725,47;4352,31;4388,03;4568,02;4994,44;4463,27;5480,38;5252,86;5140,19
001.008.0002 - Desenvolvimento de Software;001.0005 - Férias;3950,22;3694,41;3319,42;3768,09;3025,13;3866,73;3151,47;2745,23;3844,2;5776,62;3876,68;3217,36;3269,62;3831,07;2907,63;4122,72;3406,2;4201,01;3563,86;3363,52;3949,97;4086,2;4143,85;3655,51
001.008.0003 - Gerenciamento de Redes;001.0005 - Férias;2375,78;2215,55;2327,46;2578,84;2399,9;1962,36;2081,54;2657,14;3025,03;3888,23;2307,19;2177,32;2384,47;1965,6;2755,02;2659,19;2700,46;2586,38;2350,77;2959,9;2970,06;2208,59;1993,89;2154,89
001.008.0004 - Segurança da Informação;001.0005 - Férias;1130,96;949,08;1109,44;1056,84;1051,26;1281,93;1054,89;1231;1447,26;1954,22;1209,6;1082,67;1270,64;1385,34;1192,38;1195,28;1224,49;1380,91;1032,16;1408,79;1410,47;1119,52;1062,72;1185,13
001.009.0001 - Novos Projetos;001.0005 - Férias;3433,77;2782,22;2520,79;3311,3;3112,24;2608,08;3335,19;2458,79;4563,24;4903,21;3215,11;3680,05;3274,31;2820,37;3438,2;2737,73;3838,53;2815,56;3035,96;3909,93;3845,76;3538,11;2607,55;2811,38
001.009.0002 - Gestão de Projetos;001.0005 - Férias;2322,44;1996,38;2635,82;2258,74;2678,72;2019,25;2116,47;1799,69;2812,01;4167,11;2317,45;2344,08;2813,38;2784,35;2563,14;2842,72;2354,69;1916,47;2892,47;2964,24;2998,87;2843,56;2531,51;2551,32
001.009.0003 - Desenho Tecnico;001.0005 - Férias;1715,74;1373,94;1641,84;1524,36;1518,07;1680,31;1682,95;1556,09;1551,25;2526;1810,51;1346,47;1550,5;1943,41;1521,44;1779,97;1369,71;1666,72;1499,6;1662,88;1582,06;1798,73;1420,63;1679,56
001.009.0004 - Gerencia da Engenharia;001.0005 - Férias;860,16;772,67;630,68;893,18;661,32;900,83;616,06;853,82;818,91;1029,94;935,55;879,18;826,1;851,84;675,71;979,7;749,88;711,89;748,29;886,9;860,71;955,18;804,09;687,26
001.010.0001 - Equipamentos;001.0005 - Férias;7838,05;8345,32;7519,06;7378,62;9326,69;10074,8;10154,81;10520,58;11634,21;13589,47;10087,58;10929,21;11414,6;8691,64;8419,44;11525,64;8280,8;9856,29;9686,75;9857,9;10889,88;8743,62;10430,88;8263,19
001.010.0002 - Utilidades;001.0005 - Férias;4250,42;5181,22;3769,41;4200,95;3703,02;4530,75;4130,18;4516,61;4755,69;5987,37;4698,48;4983,32;4528,08;5100,84;5683,29;4748,28;4246,93;5038,59;5372,47;4568,01;5349,49;6262,51;4383,54;5105,62
001.010.0003 - Predial;001.0005 - Férias;1274,26;1598,88;1593,77;1789,21;1708,04;1673,46;1468,42;1349,98;1533,31;2470,54;1445,93;1402,83;1556,28;1597,65;1782,13;1540,96;1419,9;1655,99;1753,03;1924,85;1691,06;1616,72;1857,28;1621,32
001.001.0001 - Linha de Produção;001.0005 - Férias;199784,42;212174,02;252082,21;178589,92;239941,77;232925,1;239788,78;247338,23;277078,15;421106,5;204683,23;272426,78;287937,08;219765,67;196191,42;273437,55;210236,07;254861,01;246209,72;282915,31;267732,43;293641,08;230219,26;215021,2
001.001.0002 - Gerência de Produção;001.0005 - Férias;34481,9;42151,3;33196,82;45737,65;43022,26;43690,87;42573,98;46043,27;53693,49;51832,43;50165,6;34986,44;36824,38;37168,57;49778,47;38388,46;47504,45;45036,49;35285,14;35958,1;49149,28;45989,28;43335,2;36774,14
001.002.0001 - Equipe de Vendas;001.0005 - Férias;23784,67;25195,63;18941,72;18218,39;19337,81;26678,53;22624,24;23401,5;26044,12;42821,39;26796,75;24613,41;23416,41;25906,48;23992,63;24812,57;22949,28;26274,75;28149,1;22591,38;23897,24;31840,44;28115,29;19063,46
001.002.0002 - Marketing Digital;001.0005 - Férias;10669,83;10898,79;8283,17;10003,79;8376,42;7579,78;10386,58;8752,84;11311,24;15841,74;10884,55;8897,87;11553,97;10789,85;11294,51;10961,82;8898,37;9552,23;9002,29;11408,72;12268,2;9100,09;9339,54;9915,31
001.002.0003 - Pesquisa de Mercado;001.0005 - Férias;3718,03;3698,08;3418,62;3902,36;3417,94;3271,75;3979,37;3195,54;4036,24;5823,01;3872,77;4568,58;4337,55;4515,2;4059,36;4726,92;3427,22;4040,54;4807,34;3842,53;3834,73;3970,59;3512,54;4618,69
001.002.0004 - Gerência de Vendas;001.0005 - Férias;2204,43;1582,23;2132,63;1630,24;2029,51;1826,59;1746,32;1790,6;2265,49;2908,48;2281,41;2363,65;1686,88;1662,16;1777,05;2358,76;2035,14;2064,26;1963,63;2378,39;2449,87;2456,13;2224,26;2131,83
001.003.0001 - Recrutamento e Seleção;001.0005 - Férias;3251,36;4024,77;3761,4;3583,43;3657,63;2856,74;3545,19;2914,37;5097,06;6334,79;4362,86;4193,1;4227,77;4296,26;3157,29;3010,39;4002,68;3307,79;3023,05;4476,65;3150,59;3495,21;3545,97;2936,56
001.003.0002 - Treinamento e Desenvolvimento;001.0005 - Férias;2593,3;2378,95;3055,08;3027,18;3033,97;2982,12;3084,87;2573,84;4228,9;5200,6;3009,72;3393,65;2892,21;2893,53;2588,98;3292,47;3223,08;2419,6;3688,61;2804,68;3643,14;2700,55;3170,9;3039,47
001.003.0003 - Remuneração e Benefícios;001.0005 - Férias;2208,15;1940;2054,3;1961,14;2040,26;2222,04;2433,78;1931,35;2921,9;2927,07;2502,99;2716,01;2703,95;2060,83;2255;2477,22;2007,79;2546,57;2146,76;2481,91;2519,72;2890,35;2196,97;2665,51
001.003.0004 - Relações Trabalhistas;001.0005 - Férias;1776,69;1626,33;1473,22;1515,03;1905,26;1963,56;1894,98;1349,46;2393,15;3268,4;2107,04;1743,37;1515,18;1610,42;2095,4;2023,79;1458,82;1909,24;1487,39;2231,7;1580,43;2249,11;1554,78;1643,55
001.003.0005 - Gerência de RH;001.0005 - Férias;1195,87;1145,51;1197,34;1107,26;992;1079,06;1127,75;1241,05;1464,31;1664,93;1268,77;1255,11;1228,05;980,24;1243,42;1181,53;1260,79;1005,18;1229,48;1076,55;1066,5;1187,61;1213,46;1404,51
001.004.0001 - Contabilidade Geral;001.0005 - Férias;3565,45;3492,21;3165,31;2472,04;3401,78;2839,46;2714,11;2793,17;3139,32;4801,94;3525,86;3145,61;2807,18;3070;2959,11;3169,81;2808,21;2953,81;3730,69;3025,9;2892,42;4019,55;2721,1;3608,68
001.004.0002 - Planejamento Financeiro;001.0005 - Férias;1541,64;1955,41;2221,34;1565,64;2189,1;1889,25;2258,17;1610,17;2846,37;3085,93;1938,63;1746,84;2203,45;1649,47;1800,57;1702;2003,53;1961,74;2120,97;1749,67;2309,05;2664,1;1816,15;2299,26
001.004.0003 - Tesouraria;001.0005 - Férias;1409,77;1665,8;1531,19;1210;1293,57;1346,08;1602,13;1388,43;1711,88;2576,63;1384,46;1609,89;1894,22;1376,47;1662,45;1593,61;1823,57;1667,23;1563,44;1554,57;2008;1646,68;1393,9;1807,21
001.004.0004 - Controladoria;001.0005 - Férias;979,24;1242,96;1308,65;1098,04;1108,6;1080,22;1326;903,66;1442,27;1956,89;1023,92;1222,49;1272,08;1378,79;1382,45;1091,79;1294,83;1223,51;1254,24;1506,05;1350,46;1246,18;1337,7;1119,73
001.005.0001 - Pesquisa e Desenvolvimento;001.0005 - Férias;3475,54;4088,15;4095,74;4223,67;4469,57;4235,87;3768,6;4282,98;5373,02;6012,5;3659,37;4483,93;3425,44;3847,17;3335,19;4162,29;3480,76;3669,7;4435,99;4664,79;5136,86;4011,65;4756,59;3236,51
001.006.0001 - Testes de Qualidade;001.0005 - Férias;8901,9;6944,47;6576,24;6671,34;8842,63;7960,25;8421,48;7522,17;11967,58;10798,91;8559,79;8673,69;7621,07;7981,41;9592,37;10080,72;8104,03;8693,49;10326,06;8443,71;7232,27;9608,38;7906,95;7933,63
001.006.0002 - Inspeção de Produtos;001.0005 - Férias;2439,47;1941,36;2318,73;1902,28;2118,21;2428,75;2533,95;2377,04;3188,27;3504,42;2019,16;2659,19;2413,8;2015,41;2194,02;2244,65;2877,39;2282,15;2484,89;2508,25;2567,22;2317,65;2278,05;2318,79
001.006.0003 - Documentação Legal;001.0005 - Férias;1078,91;972,24;1179,44;954,35;1100,54;960,98;1353,39;1222,45;1623,65;2129,21;1101,85;1175,64;1317,53;1009,58;1322,98;1460,58;1176,07;973,77;1379,34;1049,39;1505,65;1283,71;1296,3;985,29
001.007.0001 - Gerenciamento de Estoques;001.0005 - Férias;2588,2;3538,83;3538,51;2683,59;3040,44;3081,8;3592,23;2475,57;3813,49;5036,72;3875,94;2904,42;3163,75;3394,25;2902,7;3708,64;3318,13;3589,06;3638,6;3458,29;3139,57;3279,55;3027,83;3169,44
001.007.0002 - Transporte e Distribuição;001.0005 - Férias;2435,1;2952,46;2314,71;2783,7;2764,73;2753,81;2123,41;2754,98;2858,4;5052,76;2542,47;2615,71;2620,6;3160,41;3249;2983,43;2775,17;3027,69;3278,97;3071,44;2857,53;3237,12;2317,05;2271,21
001.007.0003 - Aquisição e Compras;001.0005 - Férias;1313,95;1321,04;1252,31;1334,91;1758,86;1269,25;1389,51;1639,12;1670,11;2627,02;1892,15;1491,05;1888,25;1941,23;1407,1;1468,3;1655,58;1783,78;1780,52;1940,47;1761,37;1838,61;1781,71;1420,79
001.007.0004 - Planejamento de Suprimentos;001.0005 - Férias;399,64;361,02;360,03;410,5;358,62;302,51;345,24;443,79;399,09;666,61;403,67;344,8;468,09;477,28;453,59;431,41;342,98;405,99;365,17;428,89;408,23;475,87;319,05;370,5
001.008.0001 - Suporte Técnico;001.0005 - Férias;4791,02;3802,44;4292,38;4517,49;4594,6;4663,45;4020,75;4779,97;4674,68;6039,36;4492,42;5766,69;5541,61;4504,13;5515,37;4070,07;4489,36;3915,65;5612,49;5862,94;6078,45;5640,24;4335,01;5183,37
001.008.0002 - Desenvolvimento de Software;001.0005 - Férias;3050,17;3854,43;3438,24;2918,1;3637,47;3179,95;3334,22;3768,47;4383,22;4866,04;3420,03;4326,37;4030,4;3292,68;3649,34;3122,81;3574,87;3253,12;3439,86;4023,47;4038,01;4182,29;4045,97;3309,93
001.008.0003 - Gerenciamento de Redes;001.0005 - Férias;1930,92;2667,85;2137,85;2573,03;1911,21;2345,19;2000,7;2240,59;3258,58;3655,87;2147,56;2357,75;2327,11;2670,4;2036,4;2110,28;2131,9;1925,6;2245,48;2336,56;2209,6;2675,1;2640,15;1971,74
001.008.0004 - Segurança da Informação;001.0005 - Férias;1328,55;1270,35;1148,02;918,24;1033,52;1273,51;1187,6;1131,35;1315,65;2022,36;1012,61;1187,75;1428,11;1373,76;1227,23;1281,8;1448,37;1253,89;1247,4;1042,83;1078,32;1249,15;1173,5;1153,68
001.009.0001 - Novos Projetos;001.0005 - Férias;2433,55;3188,6;2518,45;2861,75;2692,52;3160,65;2642,39;3427,28;3928,27;5706,87;2897,44;3483,35;2670,81;3399,29;3272,42;3759,5;2722,02;2826,69;2990,23;3433,27;2838,44;3223,67;3595,52;3584,67
001.009.0002 - Gestão de Projetos;001.0005 - Férias;2613,38;1829,55;2532,81;2146,4;2354,47;1877,24;2110,63;2261,47;3299,04;4070,04;2455,72;2086,25;2519,23;2346,17;2415,18;2656,46;2885,27;1994,59;2646,99;2845,63;2482,34;2865,85;1941,78;1891,78
001.009.0003 - Desenho Tecnico;001.0005 - Férias;1564,81;1365,09;1208,21;1326,58;1551,29;1534,16;1517,29;1597,29;1797,35;2181,59;1351,1;1900,41;1970,03;1516,1;1740,18;1507,56;1937,29;1545,55;1453,05;1623,53;1608,49;1709,21;1726,8;1585,95
001.009.0004 - Gerencia da Engenharia;001.0005 - Férias;620,48;774,24;758,81;734,35;785,35;804,68;880,53;707,67;1019,8;1334,69;752,18;691,16;971,1;830,18;656,84;730,12;848,2;697,75;855,89;907,71;956,61;1057,33;691,85;887,93
001.010.0001 - Equipamentos;001.0005 - Férias;7652,48;10069,6;10746,42;7366,02;7680,4;9115,33;9925,94;7539,75;12928,37;14596,61;10835,91;8538,85;9484,22;8895,49;11230,11;8700,28;9661,72;7927,69;11355,89;9936,79;9411,87;9943,21;7794,97;9288,46
001.010.0002 - Utilidades;001.0005 - Férias;5307,12;4511,33;4371,36;4748,56;4743,87;4976,82;4576,45;3814,66;6103,56;6167,84;4729,41;5053,58;4046,76;5064,22;5259,24;4839,97;4457,19;5073,5;5409,56;4528,3;5663,11;4356,63;4544,5;4854,49
001.010.0003 - Predial;001.0005 - Férias;1732,57;1698,15;1372,05;1666,51;1347,2;1401,4;1662,45;1316,51;1655,98;1983,72;1607,75;1290,6;1603,81;1424,82;1450,49;1928,38;1379,35;1761,33;1733,92;1657,04;1726,1;2036,56;1730,58;1822,03
001.001.0001 - Linha de Produção;002.0001 - FGTS;175562,8;170686,39;211568,13;193290,15;149177,71;173663,26;151455,58;154023,79;192405,56;188693,96;212164,46;182597,15;154567,12;171390,02;219347,92;166330,59;156693,86;225055,34;183254,27;161007,43;208174,79;169936,66;161502,3;158080,44
001.001.0002 - Gerência de Produção;002.0001 - FGTS;31234,21;25617,41;25467,07;25063,25;36252,89;31663,58;37903,31;25701,39;32762,48;33185,74;39662,94;28514,18;32513,66;34546,03;35715,68;31710,87;40765,33;37920,82;41544,79;32063,65;42648,32;31783,6;35660,13;36009,57
001.002.0001 - Equipe de Vendas;002.0001 - FGTS;20338,95;18987,18;17421,43;20240,38;15194,96;14559,92;18185,55;18897,19;18114,45;21224,06;16892,15;16826,33;22428,3;19718,08;20808,57;21933,87;18933,25;16813,81;16973,31;20637,79;18078,93;18690,62;15222,32;15766,11
001.002.0002 - Marketing Digital;002.0001 - FGTS;6573,8;6478,81;8326,67;6487,97;9058,22;8100,15;8595,37;7723,1;7842,85;10720,2;9418,51;9219,39;9198,76;7794,08;8816,72;7606,75;8347,09;8682,07;6952,72;7544,1;8923,08;8595,82;8985,6;6877,97
001.002.0003 - Pesquisa de Mercado;002.0001 - FGTS;3274,35;3494,04;2765,04;3136,53;3139,29;2468,38;3074,56;2738,11;4014,51;3225,01;3230,98;2808,72;3051,76;2670,25;2828,59;2652,24;3343,03;2746,68;3978,5;2699,52;3649,28;3545,81;3661,72;2659,52
001.002.0004 - Gerência de Vendas;002.0001 - FGTS;1303,42;1541,07;1369,56;1536,03;1652,21;1682,51;1706,24;1814,57;2191,75;1985,4;1865,56;1423,83;1849,64;1599,75;1322,19;1399,57;1327,77;1621,82;1616,2;1350,49;1496,84;1851,15;1785,03;1662,87
001.003.0001 - Recrutamento e Seleção;002.0001 - FGTS;2910,51;2859,35;2585,26;2421,05;3166,65;2911,42;2721,01;2884,66;3841,72;3497,54;2585,84;2608,92;3094,84;2854,95;3039,15;2744,11;3375,56;2675,33;3602,62;2379,62;2827,05;3724,52;2891,92;2945,5
001.003.0002 - Treinamento e Desenvolvimento;002.0001 - FGTS;2454,27;2629,8;2306,97;2273,16;2496,89;2634,92;2499,47;2403,25;2343,4;3262,73;2492,31;2819,12;2258,96;2544,59;2510,35;2252,73;2038,29;2832,1;2600,85;2708,83;2356,91;2205,08;1909,37;2068
001.003.0003 - Remuneração e Benefícios;002.0001 - FGTS;1483,7;1596,78;2038,97;1593,75;1895,73;1894,43;1863,51;1772,19;2375,89;2139,42;1801,85;2232,99;2115,19;2126,89;2124,87;2052;1911;1695,13;2006,33;1600,84;2177,59;2411,19;2152,41;1889,99
001.003.0004 - Relações Trabalhistas;002.0001 - FGTS;1272,2;1468,35;1385,08;1405,61;1556,01;1495,73;1385,15;1372,59;1522,47;1618,07;1406,26;1214,85;1520,71;1201,07;1399,08;1605,35;1508,12;1581,66;1639,06;1265,25;1804,16;1368,11;1308,8;1217,75
001.003.0005 - Gerência de RH;002.0001 - FGTS;731,67;922,5;1063,25;829,42;790,15;794,47;806,12;820,81;1062,6;1039,1;922,8;1046,66;1079,69;789,2;1037,75;1038,38;842,05;1048,7;829,81;991,02;1105,88;1259,77;1128,79;1039,11
001.004.0001 - Contabilidade Geral;002.0001 - FGTS;2656,73;2341,52;2699,58;2247,36;2211,4;1907,79;2086,77;2782,82;3419,38;3036,29;2251,54;2458,02;2677,35;2872,49;2975,86;2605,32;2832,92;2158,35;2622,53;2217,62;2924,18;2677,85;2370,79;2155,11
001.004.0002 - Planejamento Financeiro;002.0001 - FGTS;1701,93;1652,17;1597,37;1283,94;1530,74;1200,37;1571,84;1788,35;2026,51;2126,52;1882;1735,57;1617,91;1227,73;1547,25;1396,49;1541,99;1354,76;1441,2;1924,11;1497,82;1477,2;1658,04;1279,98
001.004.0003 - Tesouraria;002.0001 - FGTS;1138,24;1152,11;1287,36;1009,47;1035,54;1166,48;1218,73;1294,15;1310;1566,29;1080,98;1354,38;1239,88;1271,68;1461,19;1247,8;1224,53;1533,43;1138,17;1065,94;1417,01;1161,62;1475;1133,8
001.004.0004 - Controladoria;002.0001 - FGTS;766,05;827,44;925,66;935,59;1066,4;919,99;1076,62;1053,58;1212,9;945,68;1122,57;1104,79;819,32;961,63;1118,83;949,02;991,73;987,2;998,42;923,13;994,44;1186,07;1048,69;1032,77
001.005.0001 - Pesquisa e Desenvolvimento;002.0001 - FGTS;3264,96;2487,04;2875,88;2325,99;3059,2;3295,12;3457,38;2685,5;3231,38;3483,94;3226,75;3569,8;2951,23;3137,52;3640,85;2852,79;2660,81;3301,87;3022,85;2997,93;3468,8;2993,32;3385,4;3225,88
001.006.0001 - Testes de Qualidade;002.0001 - FGTS;7283,99;5304,97;5880,39;6844,17;5754,01;6989,54;5882;5522,24;9215,38;8650,5;7857,36;5431,33;6903,49;7461,75;6197,88;6652,34;7021,98;7338,54;8020,66;6581,43;8651,96;7942,11;6512,03;7089,22
001.006.0002 - Inspeção de Produtos;002.0001 - FGTS;1724,65;2099,39;1544,17;1931,8;1583,67;1780,28;1488,65;1537,3;2367,9;1917,56;1709,38;1569,55;2092,55;1963,36;1569,09;2197,42;1735,47;2213,56;2202,6;1709,13;2085,25;2171,06;1986,93;1494,94
001.006.0003 - Documentação Legal;002.0001 - FGTS;878,67;860,19;1055,16;925;810,71;998,82;1021,84;975,43;1322,84;977,91;984,79;905,6;953,41;1011,67;1003,23;855,07;1131,68;1032,49;1018,15;1009,17;907,22;958,82;1043,41;901,43
001.007.0001 - Gerenciamento de Estoques;002.0001 - FGTS;2616,52;2758,37;2164,63;1907;2046,97;2687,66;2671,52;2423,13;2444,08;2323,99;2320,11;2707,7;2984,47;2052,87;2440,17;2951,28;2393,48;2515,14;2275,27;2730,38;2387,48;2650,02;2294,06;2377,37
001.007.0002 - Transporte e Distribuição;002.0001 - FGTS;1970,78;2329,46;1820,49;1800,14;2273,08;2383,12;2564,96;1816,76;2680,37;2289,19;2456,37;2199,05;1864,86;2373,89;1965,3;2151,1;2748,52;2438,37;2150,2;2371,49;2328,87;2415,31;2557,65;2444,4
001.007.0003 - Aquisição e Compras;002.0001 - FGTS;1008,9;1027,32;1153,18;949,85;1273,7;997,12;1140,16;1401,9;1646,56;1359,26;1345,73;1355,06;1242,18;1318,85;1263,76;1385,58;1562,12;1321,69;1342,93;1086,18;1155,41;1208,76;1339,59;1334,71
001.007.0004 - Planejamento de Suprimentos;002.0001 - FGTS;255,43;266,06;328,24;312,33;322,44;279,84;291,23;344,94;393,88;366,6;338,43;367,38;289,25;353,45;372,94;302,3;316,77;382,09;315,14;301,4;393,15;374,03;290,89;256,04
001.008.0001 - Suporte Técnico;002.0001 - FGTS;4036,75;3681,67;4110,39;4111,38;3096,99;3770,81;3036,24;3732,93;4766,12;4761,06;3663,91;3513,45;3770,96;3695,31;3174,5;3450,21;3733,58;4258,47;4464,83;3207,84;4832,76;3860,09;3360,85;3599,67
001.008.0002 - Desenvolvimento de Software;002.0001 - FGTS;3037,07;2529,21;2709,32;2239,64;2683,21;2370,72;2884,36;2735,28;3456,49;3466,74;2783,46;2858,2;2812,25;2333,81;2400,94;3407,28;2945,93;3124,51;2539,15;3433,31;2674,04;2817,59;2696,16;2494,8
001.008.0003 - Gerenciamento de Redes;002.0001 - FGTS;1840,59;1926;2104,95;1953,52;2002,52;1839,95;1660,53;1739,04;2442,18;2035,73;1706,03;2034,09;1699,79;2115,11;2191,95;1893,6;1898,78;1700,82;1830,74;2065,12;2366,6;2159,58;1797,97;2158,61
001.008.0004 - Segurança da Informação;002.0001 - FGTS;784,9;808,55;1068,01;785,61;935,15;740,15;969,95;990,76;901,98;1181,73;765,18;794,57;876,32;1075,05;992,08;791,09;1129,13;980,93;836,2;893,96;1060,4;1193,4;982,97;977,06
001.009.0001 - Novos Projetos;002.0001 - FGTS;2460,95;2258,16;2254,97;2444,19;2038,09;2546,24;2871,5;2527,81;2792,95;3369,46;2439,6;2445,92;2939,45;2096,93;2992,1;2552,29;2323,68;2176,35;2650,29;2575,18;2239,07;2445,39;2430,98;2391,59
001.009.0002 - Gestão de Projetos;002.0001 - FGTS;1671,59;1433,63;1511,97;1572,8;1657,76;1891,78;1616,55;2190,19;1798,49;1952,33;2058,56;2017,42;1933,33;1923,01;2040,18;2118,13;2200,17;2019,74;1975,23;2304,48;2430,05;2259,95;1714,45;2088,93
001.009.0003 - Desenho Tecnico;002.0001 - FGTS;1152,88;1210,94;1056,13;1281,25;1207,77;1050,11;1150,39;1220,3;1709,3;1259,76;1353,74;1239,9;1380,78;1231,34;1431,42;1390,62;1139,96;1212,09;1242,73;1423,22;1273,46;1426;1352,31;1318,32
001.009.0004 - Gerencia da Engenharia;002.0001 - FGTS;577,59;612,59;688,91;601,35;616,57;595,6;547,49;578,02;719,03;753,79;694,67;695,13;760,3;569,86;543,07;657,26;749,47;770,59;621,29;743,78;687,91;656,72;678,18;697,63
001.010.0001 - Equipamentos;002.0001 - FGTS;7816;6181,14;7753,88;7214,06;7165,15;5716,34;7077,92;8526,53;8452,27;9865,21;6559,92;7875,54;6985,9;6296,08;9031,03;8261,82;9223,77;6855,96;7980,79;6568,17;7047,71;7701,15;6306,87;6382,54
001.010.0002 - Utilidades;002.0001 - FGTS;3896,77;3338,48;4282,82;3952,23;3631,25;4117,15;3424,35;4095,2;3629,33;3486,57;3919,18;4038,73;3118,39;3484,48;3753,56;3891,07;4242,97;3584,66;3565,08;4282,02;4025,99;4551,28;3162,46;4124,26
001.010.0003 - Predial;002.0001 - FGTS;1248,94;1180,88;1042,09;1135,72;1116,34;1274,31;1016,81;1375,11;1321,52;1586,94;1181,2;1041,06;1282,15;1141,44;1154,73;1209,56;1176,7;1388,74;1489,43;1278,87;1394,8;1615,81;1445,43;1421
001.001.0001 - Linha de Produção;002.0001 - FGTS;151695,97;194696,81;171206,84;182677,31;212503,97;201817,54;158383,79;212331,2;246746,1;251813,55;208138,77;160366,32;169311,17;175988,73;210097,22;211759,16;161790,74;184604,6;203600,36;208040,05;176216,97;193871,94;223691,46;209081,05
001.001.0002 - Gerência de Produção;002.0001 - FGTS;32623,55;27756,01;32494,1;34378,16;32936,12;30708,79;28023,62;26364,68;41664,9;33791,44;36535,73;39124,54;34557,57;35759,37;33844,04;35837,39;36481,41;37352,26;38517,42;37771,08;32692,18;39881,96;30394,17;32060,05
001.002.0001 - Equipe de Vendas;002.0001 - FGTS;18697,74;21101,63;15646,13;20390,88;14675,1;20515,04;17523,12;18645,69;24201,4;23348,16;20123,63;20448,39;21370,88;21660,36;20156,23;22011,2;23086,95;21008,96;21358,36;20707,3;17546,26;18504,45;19792,01;18840,66
001.002.0002 - Marketing Digital;002.0001 - FGTS;8184,6;7670,81;6635,54;6738,06;7614,16;8675,69;6833,92;8859,78;8988,18;9353,34;8418,46;7017,01;8375,65;6300,22;7509,21;9521,35;8623,2;8170,99;7694,6;9296,62;9786,17;10075,12;6924,45;8053,46
001.002.0003 - Pesquisa de Mercado;002.0001 - FGTS;3471,52;3509,02;2563,14;2967,89;3558,48;2370,85;3284,17;3627,39;3262,64;4203,63;3585,98;3787,74;2566,16;2906,46;2973,28;3194,34;2946,79;2880,92;3257,5;2815,16;3994,53;3666,76;3433,38;2821,11
001.002.0004 - Gerência de Vendas;002.0001 - FGTS;1310,99;1580,61;1681,54;1366,47;1666,46;1608,45;1351,67;1736,77;1595,4;1738,44;1776,63;1775,81;1653,05;1520,06;1515;1572,09;1733,45;1510,45;1432,95;1939,39;1755,08;1940,54;1635,8;1382,02
001.003.0001 - Recrutamento e Seleção;002.0001 - FGTS;2902,56;2926,84;2813,78;2686,09;3270,85;2129,3;2544,53;3059,25;2863,31;3632,56;2840,82;2668,75;2340,8;2497,44;3136,08;3316,67;2868,4;2502,2;3116,74;2893,54;2718;3188,69;2541,81;2955,62
001.003.0002 - Treinamento e Desenvolvimento;002.0001 - FGTS;2220,01;2120,5;2590,47;2324,75;1911,98;2514,34;1962,34;1964,83;2609,17;2358,32;2398,48;2239,41;2249,07;1993,42;2465,05;2602,52;1975,39;2846,54;2732,01;2321,95;2150,2;3005,09;2656,62;2405,44
001.003.0003 - Remuneração e Benefícios;002.0001 - FGTS;2183,34;1471,93;1723,68;1804,57;1950,24;1980,08;1687,45;1495,33;1937,85;2012,33;1791,91;2110,67;1758,76;1799,57;1739,88;2268,58;2066,16;2265,63;1920,76;1676,45;1977,02;2489,04;1839,86;2030,22
001.003.0004 - Relações Trabalhistas;002.0001 - FGTS;1541,63;1498;1448,76;1285,09;1130,3;1540,22;1413,31;1483,18;1785,1;1706,93;1548,23;1708,95;1180,18;1267,46;1155,5;1704,44;1610,23;1193,34;1314,82;1366,73;1441,54;1648,93;1637,74;1486,46
