Referência:;2020;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;janeiro;;fevereiro;;março;;abril;;maio;;junho;;julho;;agosto;;setembro;;outubro;;novembro;;dezembro;
001.001.0002 - Gerência de Produção;001.0004 - Décimo Terceiro;25696,68788;31018,97883;35020,54231;35283,66038;20940,95022;22661,73679;21612,54299;25522,69617;40741,34596;24405,78434;32700,81807;24071,6594;26330,6121;17997,79971;29588,88628;19262,40737;21956,8437;22817,75497;19452,30206;25067,51899;30118,33005;28328,52969;28497,31431;22455,21142
001.002.0001 - Equipe de Vendas;001.0004 - Décimo Terceiro;15858,54963;13601,15079;13701,39608;11630,51036;11359,74087;15775,20649;19175,6446;14779,83083;19610,11774;16684,10401;23066,83404;14627,09149;10020,08019;10493,90733;16594,57687;16258,43534;18738,30191;10138,17237;21410,62491;11350,08458;15571,529;10976,99859;15299,21452;14470,22476
001.002.0002 - Marketing Digital;001.0004 - Décimo Terceiro;4726,702501;7955,616441;6764,255533;8593,228667;7559,618278;4169,856376;5992,871495;4929,471128;6641,379544;5866,222999;5279,297336;5386,038872;8022,430045;6394,548115;6914,973286;5899,476262;5760,967922;7706,620354;6712,96298;4406,576052;4491,664711;5810,276378;6717,366852;7550,122161
001.002.0003 - Pesquisa de Mercado;001.0004 - Décimo Terceiro;2629,94085;2094,033461;2531,311913;2680,741302;2242,287191;2895,767365;1945,658018;3435,121564;2442,9457;4062,48319;2885,679085;3403,926925;2932,886794;2425,526483;2776,954058;3241,102123;2725,808099;2366,057105;2621,310743;2714,918054;3570,180121;2515,455723;2659,135897;3959,426327
001.002.0004 - Gerência de Vendas;001.0004 - Décimo Terceiro;1461,694747;1367,611371;1016,321139;754,8219123;1198,891506;1311,602281;1078,29779;1139,647171;1575,176511;1390,888309;1664,292568;1448,161052;1186,800999;1041,32147;1708,026341;1254,588437;1393,905441;1087,76359;1636,47518;1353,669388;1289,537825;1339,353133;1046,06753;1363,389386
001.003.0001 - Recrutamento e Seleção;001.0004 - Décimo Terceiro;2063,662308;3224,105462;2439,939102;2387,97438;2778,366065;2336,669637;1823,206908;2019,327086;2231,388442;2599,171849;2196,367362;2113,250476;2462,219139;2541,152161;1853,558007;2457,477139;1573,148039;1541,692772;2211,008932;3347,105674;3377,360635;2175,366849;2094,744867;2188,779534
001.003.0002 - Treinamento e Desenvolvimento;001.0004 - Décimo Terceiro;1837,384096;1924,605161;2233,067489;1879,50644;1758,444802;2130,593259;1299,375628;2113,904869;1949,092836;1982,51738;1652,929772;1669,325237;1665,579205;1979,854142;1922,676723;1399,677534;1252,367531;2212,756538;2251,416903;1420,549034;1799,875376;2478,519897;3058,956153;1384,630787
001.003.0003 - Remuneração e Benefícios;001.0004 - Décimo Terceiro;1422,255604;1241,458721;1203,220182;1642,411107;1642,771973;1654,4871;1889,06305;1758,155324;1474,477697;1417,240439;1553,513748;1579,958174;2113,037368;1484,365886;1863,726406;2078,232695;1780,391023;1693,774151;1605,363139;1399,975352;1516,838135;1799,004739;2037,157454;1447,048428
001.003.0004 - Relações Trabalhistas;001.0004 - Décimo Terceiro;1111,38836;1170,500192;1093,059377;1018,31029;1168,420596;1213,237927;987,1911032;957,3733493;1641,617472;1616,66953;1509,891447;1009,782419;944,5552382;1341,329942;834,3947636;942,2861313;1293,216371;842,1880149;1373,759651;1048,757717;1311,703723;1137,436686;1178,191399;1251,471581
001.003.0005 - Gerência de RH;001.0004 - Décimo Terceiro;448,899076;636,1569715;514,4916444;881,8570236;857,5827372;610,5336557;708,653367;529,1154845;668,9936118;768,2097151;980,6276698;759,2975778;816,2812597;742,0752951;1051,034532;529,7556806;559,9574938;563,6862709;770,8399835;710,0314049;853,9377743;805,6311572;1113,364189;675,5639504
001.004.0001 - Contabilidade Geral;001.0004 - Décimo Terceiro;2366,844257;2270,217598;1908,49522;1513,774631;1458,278452;1929,713743;1521,001552;1768,233865;2658,664911;3189,921039;1918,238078;1481,834627;2826,154587;1977,893058;1853,951065;2133,816683;1482,656109;2287,541039;1739,850297;1522,742277;1632,955252;1582,615981;1672,30023;1907,341711
001.004.0002 - Planejamento Financeiro;001.0004 - Décimo Terceiro;1275,63898;1390,579777;1088,487374;796,1985035;1186,504227;1029,052924;1044,698613;1361,724934;1470,544811;1395,389566;1194,396823;1494,670887;1485,312365;824,8945887;1246,422433;1750,17903;1321,255677;1242,6265;1422,479907;1253,750982;1432,688363;1868,476627;1047,240299;1249,674711
001.004.0003 - Tesouraria;001.0004 - Décimo Terceiro;757,10156;1216,499647;1277,622619;799,7269911;845,815308;704,5572578;824,6105868;1026,196368;1572,913157;1268,427207;835,8505635;1209,338503;1291,971739;849,7523932;1264,284654;755,3879662;1117,176651;892,3368614;740,5683449;1198,780707;789,3808648;927,0730299;1046,27831;1106,775807
001.004.0004 - Controladoria;001.0004 - Décimo Terceiro;783,2272285;746,447604;631,9838917;755,6268506;836,5049548;734,1893297;791,7027571;934,9678217;1258,477569;957,9061639;633,7703155;674,5303911;879,7239639;834,3675709;783,9959627;956,9539969;837,85346;586,25994;824,745283;1169,123489;1065,2982;735,3442507;643,3880963;971,2612658
001.005.0001 - Pesquisa e Desenvolvimento;001.0004 - Décimo Terceiro;2158,33478;2946,641324;2876,367936;1691,828497;2055,621602;2439,525683;2180,344152;1646,787303;3376,23829;3262,649213;3269,359836;2347,380046;2661,952332;3452,758689;3808,192812;3205,314541;3061,898515;2365,127422;2465,66129;2958,856258;3670,420969;2886,081993;3010,942388;2038,159704
001.006.0001 - Testes de Qualidade;001.0004 - Décimo Terceiro;3628,722115;4629,881779;3334,453907;5363,485729;5585,298417;5776,206796;5006,037161;4265,164101;6482,312535;6659,366089;4468,472229;6450,138717;5770,515804;6495,666838;5511,847065;4496,77643;6419,97511;5790,208694;3746,373435;6123,420967;5587,419056;5748,986994;6229,191473;5562,086462
001.006.0002 - Inspeção de Produtos;001.0004 - Décimo Terceiro;1362,306808;1305,687213;1558,928705;1711,855075;1283,064048;1590,376513;1636,990034;1665,407112;2126,887795;2428,378167;1018,699142;1675,562413;1211,471364;1919,676329;1335,774277;1414,852964;1070,572009;1694,433758;1927,119519;1875,334543;1527,624194;1723,091234;2183,017811;1497,608521
001.006.0003 - Documentação Legal;001.0004 - Décimo Terceiro;826,0704747;917,3936971;527,5705799;624,4408457;617,3115661;530,7648954;749,0680671;910,6978902;888,6335582;1021,483124;866,3051936;693,9213211;628,8504531;564,2008566;966,2765731;499,9504177;570,6030052;642,912359;1129,264588;946,6507819;734,7200134;1038,895235;973,3327424;829,1465078
001.007.0001 - Gerenciamento de Estoques;001.0004 - Décimo Terceiro;2228,085293;1759,813282;1750,420866;1791,289606;2360,61284;1431,456615;1700,34815;1997,814546;2691,304172;1974,453067;2417,75793;2209,025677;1452,295401;2255,187642;2282,594227;1763,48942;2085,344382;1494,035636;1632,223874;2400,82519;2500,257388;1618,055715;1851,092212;1798,076489
001.007.0002 - Transporte e Distribuição;001.0004 - Décimo Terceiro;1515,97155;1452,039823;1858,744254;1513,950356;1354,063286;1652,858102;1186,932579;2209,638;2108,604459;2243,049098;1923,323701;2075,210291;1827,453018;1529,911621;1524,49135;1493,050681;2503,005359;1596,297785;1699,862604;1290,63699;1914,865269;2152,719923;1575,762435;1948,110302
001.007.0003 - Aquisição e Compras;001.0004 - Décimo Terceiro;1294,927624;785,3922048;1146,384914;1189,867032;810,3577353;1140,92688;855,9774204;792,4405268;1450,251612;1012,437147;812,2797842;894,9901378;1146,703486;1168,661176;1184,628395;906,1648335;1411,286353;628,8708558;1032,206325;829,5973734;1511,092231;1208,889355;839,5957308;1274,039238
001.007.0004 - Planejamento de Suprimentos;001.0004 - Décimo Terceiro;249,1735613;295,0288182;245,2973952;219,5217437;311,3121822;183,4715242;358,0522291;159,6438987;321,1855638;353,7839164;240,9812387;188,1084421;235,3329913;301,1701159;270,8448933;280,2498008;238,1211186;342,8415495;299,8462826;278,3418662;374,4041149;317,225551;314,1439014;389,5243745
001.008.0001 - Suporte Técnico;001.0004 - Décimo Terceiro;2278,037004;2694,212753;4341,271003;3937,008429;2563,385332;2767,953698;2640,991433;2040,002784;3854,515699;3422,906799;2872,895361;2046,4526;3085,597403;2423,790912;2309,61534;4217,368004;4002,995381;3409,145852;3729,266071;3003,17046;4201,50959;3046,080323;4225,052568;3766,490779
001.008.0002 - Desenvolvimento de Software;001.0004 - Décimo Terceiro;2251,410886;1971,534726;2297,427987;1615,678409;1969,791284;2316,932009;2200,166321;2494,820003;2639,310431;3372,163878;2589,08438;2508,20918;1822,961098;1649,239731;2040,433477;1734,051668;2026,022844;2066,789276;2138,442864;1956,882308;1719,341955;2534,00449;2573,384499;1982,366916
001.008.0003 - Gerenciamento de Redes;001.0004 - Décimo Terceiro;1692,830224;1445,426745;1050,238843;1295,396262;1437,824507;986,3818111;1133,261149;1306,56867;1798,070073;2197,764178;1878,928847;2269,287992;1335,919339;1583,810315;1600,526105;1613,513957;1722,378822;1102,233136;2009,131131;2134,887246;1727,111091;1774,333732;2337,146324;1685,622571
001.008.0004 - Segurança da Informação;001.0004 - Décimo Terceiro;695,0690301;757,6838677;470,0982242;672,2363898;553,181451;709,6169301;692,5002695;620,0425551;1019,271898;853,9566547;691,680958;738,3261814;622,8995424;647,6267948;666,3947359;944,8783408;1000,493296;861,3495037;571,090401;901,2069724;1033,465391;856,0937643;689,0130977;913,749874
001.009.0001 - Novos Projetos;001.0004 - Décimo Terceiro;2729,255085;2054,257809;2096,882753;1599,359837;1780,397362;1612,095376;2195,105302;1739,480373;1719,954921;2204,663927;2049,172841;1998,913149;2761,655176;2369,945724;2482,167944;2283,228784;1407,336138;1928,274227;1669,878923;2110,033538;2346,922199;2440,862629;2546,40104;1458,355949
001.009.0002 - Gestão de Projetos;001.0004 - Décimo Terceiro;1464,714153;1326,687734;978,2919888;888,9399196;1746,63972;1135,329121;1341,440111;1231,138399;1692,441981;2127,33011;1258,49642;1420,907506;1196,583245;1018,14434;1961,47223;1508,90984;1214,194463;1784,602869;1232,404783;1573,893646;2070,820021;1492,293738;1408,083214;2424,856605
001.009.0003 - Desenho Tecnico;001.0004 - Décimo Terceiro;1129,862955;1122,325764;1055,846439;800,1074213;776,5613119;1196,386602;927,2842965;794,9950584;1282,663622;1108,69172;1194,972204;1268,394392;859,793286;741,8637628;1236,990231;947,0333674;834,3924606;837,1202943;966,1805856;750,0346282;1388,943422;937,0888378;943,7767443;1470,153127
001.009.0004 - Gerencia da Engenharia;001.0004 - Décimo Terceiro;386,0077667;485,0945796;361,6391571;678,8884776;647,1745695;667,053884;317,8230952;506,2269732;726,8903805;664,2246612;585,7708709;542,9207702;679,508984;651,8083672;643,3402849;483,2212861;537,597267;602,5813398;565,4671816;644,8220551;798,4852135;438,3420004;579,3433299;550,0361163
001.010.0001 - Equipamentos;001.0004 - Décimo Terceiro;4715,770144;7171,189021;6685,439217;5520,256394;7587,148519;4453,560173;7340,645321;6741,490439;9391,067924;5930,175076;5579,880186;5556,92816;7457,661243;4422,69232;8816,530744;5123,401403;5649,177815;7135,97267;6555,543128;4002,577729;5027,916046;6763,484948;5707,337139;7572,741267
001.010.0002 - Utilidades;001.0004 - Décimo Terceiro;3347,620929;2693,489072;2767,320049;2665,356025;2721,276836;3198,424959;2847,720253;3832,960173;3642,585121;4340,389226;2882,856568;3804,059367;2945,431847;2542,387191;4269,835219;3184,086305;2906,086302;4091,185745;3010,986583;3609,702117;3220,072087;4702,897344;4935,474908;4600,76087
001.010.0003 - Predial;001.0004 - Décimo Terceiro;774,9613575;691,6221616;946,4196078;875,782292;767,506933;1197,608173;871,6636476;775,9597925;1205,344046;1493,407332;1094,072408;1315,738946;1136,311722;1152,747467;796,9994895;737,9196633;1170,707599;1040,736548;997,9351595;893,4572997;866,3248829;979,1163856;736,6984556;1238,969887
001.001.0001 - Linha de Produção;001.0005 - Férias;201200,8003;146185,5411;219264,1384;264124,3011;145623,3866;157413,5991;144449,2024;185575,5965;279352,8732;424516,2964;157876,4021;152742,6275;178223,0547;251772,9633;247990,1616;268908,8759;297050,556;198203,1989;173203,7726;233636,9013;220731,7904;186303,1232;203750,5689;155371,6015
001.001.0002 - Gerência de Produção;001.0005 - Férias;36025,91579;28288,2113;41567,23171;31698,78026;42877,62871;31562,76704;42487,87079;33858,58631;32523,99388;60911,13251;24672,16668;35885,77963;29454,66009;37202,65222;39281,73832;42196,8708;35522,93316;30134,99005;31057,33105;42774,39747;43514,21199;45299,39773;31639,64005;39535,85138
001.002.0001 - Equipe de Vendas;001.0005 - Férias;16456,73619;24002,3657;23285,39463;14018,12162;18172,87478;20113,7921;21762,66793;18005,62903;28571,33778;32272,93859;16900,46012;16089,03805;18287,01292;24411,8665;21290,24936;19916,09128;21070,61721;21812,53489;25893,11971;26824,89223;22128,82716;25872,11401;20297,55323;14485,47464
001.002.0002 - Marketing Digital;001.0005 - Férias;6440,766429;10517,67512;7001,081423;6502,576652;7496,868991;7195,157217;6216,789711;5524,493882;9486,060909;9444,142959;7281,249892;6040,10872;11163,23703;10117,43389;8141,109105;9018,43306;11675,0587;8423,513191;12088,86193;7704,162769;8915,656332;10637,10249;8843,937396;10643,50558
001.002.0003 - Pesquisa de Mercado;001.0005 - Férias;2677,805406;2182,649263;3491,790484;2988,657931;2755,05568;2877,458417;2811,799046;3482,422321;3338,528068;5247,012043;4445,223019;2685,351813;4457,349234;4314,743549;2910,048653;4761,981675;2679,468243;3304,848312;4429,660868;3777,027169;3771,173089;2772,995127;2811,994098;2526,48071
001.002.0004 - Gerência de Vendas;001.0005 - Férias;1504,49919;1498,74649;1197,641076;1561,577191;1563,790005;1335,948159;1723,155236;1336,199637;2653,264838;3068,363894;1380,944571;2375,15156;1573,378485;1140,502094;2393,69064;1911,586331;2275,551847;2189,691393;1696,509072;1722,103559;1640,418459;2041,148746;1322,974241;1567,953008
001.003.0001 - Recrutamento e Seleção;001.0005 - Férias;3236,275868;2523,258143;3090,036296;2654,390114;2703,76182;2929,151871;2560,162371;3563,68947;3462,24555;4515,384813;3567,278072;2338,822917;2579,671116;2616,891066;3294,475678;2582,332116;3012,704523;3635,889799;3198,071829;3017,616896;3878,959088;4634,06269;2961,594018;2327,139112
001.003.0002 - Treinamento e Desenvolvimento;001.0005 - Férias;1851,677332;2917,012211;2155,969281;2636,990677;2344,630385;2166,707403;2205,36247;2534,553189;3978,470396;3760,181381;2091,68543;2717,806202;3090,790328;2791,348284;3239,88233;2470,30825;2093,994761;2469,113651;2476,254454;3189,616363;2617,205869;2506,93269;2876,476497;2832,621474
001.003.0003 - Remuneração e Benefícios;001.0005 - Férias;2386,829343;2622,085098;2378,424342;2506,096295;1737,560143;1755,430886;2084,006725;1635,55437;2198,066374;2741,533407;2183,048081;2786,726077;2093,205028;2943,368181;2410,249253;2882,130007;1654,657264;2238,755457;2258,966248;3040,784638;2404,544076;2237,667241;1645,237963;1872,035238
001.003.0004 - Relações Trabalhistas;001.0005 - Férias;1458,512324;1793,368468;1004,012568;1418,0674;1610,39915;1199,853797;1650,342334;1294,41004;1846,444744;3159,170106;1216,943057;1453,819285;1784,386992;1513,052157;1254,694293;1341,913426;1288,261065;1009,946331;1350,929548;2236,316451;1742,744987;1782,966704;1340,396147;1251,035469
001.003.0005 - Gerência de RH;001.0005 - Férias;1383,160754;1195,94523;860,0140284;821,1826757;1091,853492;940,3010829;968,5383193;586,2518201;1208,670891;1585,854425;1307,774762;1123,589457;975,8548951;921,6903037;1038,144548;907,8494372;1024,198024;975,8617622;1260,034748;949,8298296;816,5734136;1048,688611;1168,795762;1148,472232
001.004.0001 - Contabilidade Geral;001.0005 - Férias;2515,344463;2382,74946;3079,736443;2968,668353;1813,342864;3138,175817;2431,574805;2002,571339;4113,589353;5445,282727;2355,771768;2140,236888;3527,882305;2220,626933;2974,620275;2550,377331;2159,911057;2630,914144;3348,73343;2276,822586;3193,534604;3225,225568;2508,434237;3159,535568
001.004.0002 - Planejamento Financeiro;001.0005 - Férias;1270,646514;1826,194534;1819,22059;1616,009379;1796,416015;1151,916056;1398,259365;1415,843879;2275,575158;2007,632555;1706,628612;1661,992756;2173,239715;1376,613478;1991,676946;1962,232041;1665,716348;1189,681503;2157,966144;1500,600745;1792,616335;2328,234781;2089,035814;2314,006846
001.004.0003 - Tesouraria;001.0005 - Férias;1030,526575;1487,88576;1757,777318;988,6293548;1132,412605;1731,369523;1784,517075;1351,862655;1733,599286;1477,025837;1323,935262;1710,495647;1196,711053;926,8743057;1402,241432;1563,229472;983,2021378;1206,636744;1882,238038;1252,732414;1851,239055;1286,189931;1443,614915;1495,556551
001.004.0004 - Controladoria;001.0005 - Férias;1008,698361;1056,104428;1225,561254;1090,660511;1113,333156;1093,471433;826,5436837;914,7325358;1285,285622;1270,584244;1094,048614;842,9218598;1033,415999;1350,100627;1217,989641;858,109021;1058,333151;1287,897162;1155,071338;1114,098973;1492,984461;1385,066369;713,2889309;1025,086947
001.005.0001 - Pesquisa e Desenvolvimento;001.0005 - Férias;3811,970264;3642,051905;2146,05158;3243,919654;3116,238238;3314,873948;4644,38076;2722,614376;4713,220943;5379,682617;3350,731891;3886,277433;3371,140145;2789,462336;3367,145247;3373,900328;3514,869639;4961,145272;3365,937918;3456,783537;3261,690568;3297,942621;3877,709401;4194,589693
001.006.0001 - Testes de Qualidade;001.0005 - Férias;6483,114398;7835,188669;7956,981931;5018,872096;5557,189805;8177,705743;6718,766797;8515,243241;8955,480033;9363,569455;6698,086088;9182,862686;8391,497886;8058,554288;9575,410205;5725,025798;7752,63319;6328,087099;10576,14203;5358,115713;10877,05485;7934,604648;5715,309202;5570,898829
001.006.0002 - Inspeção de Produtos;001.0005 - Férias;2496,618469;1969,602807;2135,940805;1653,233893;1302,060979;2234,149639;2558,8195;2291,020682;2478,829835;2634,583838;1699,376538;2608,45681;1530,470957;2257,038231;2462,597354;1689,136581;2829,189578;2537,517763;2393,340387;2679,27041;2252,69338;2425,343435;2182,283682;2021,106053
001.006.0003 - Documentação Legal;001.0005 - Férias;881,6425942;835,3098173;1042,351179;988,7138782;1124,050483;709,0372986;1152,040138;718,7621891;1480,319762;1138,87705;1119,184992;822,5286179;864,5768107;1590,972104;1166,674801;979,527228;957,3777888;1069,4769;1171,73361;852,432665;776,3582247;1087,420623;1280,063585;1009,702483
001.007.0001 - Gerenciamento de Estoques;001.0005 - Férias;3338,481091;2632,205819;2115,174521;2946,568565;2750,275123;3305,300196;2593,429385;2579,271686;2771,430545;3976,27549;2265,128516;3516,439159;2204,685385;3070,150735;2296,645765;2252,571058;3089,361831;2544,478516;2200,170416;2384,482493;3021,649055;2464,973947;2475,150672;2905,888174
001.007.0002 - Transporte e Distribuição;001.0005 - Férias;2380,031409;2707,720419;1788,921748;2810,627808;2670,395505;2524,780642;2586,435751;1995,348641;2887,58997;3089,67909;2508,257933;2896,32681;2212,894104;2369,549792;2620,340442;1948,392622;1771,891092;2470,687963;2027,058664;1922,268131;2601,25125;3046,203535;2345,517597;2066,608363
001.007.0003 - Aquisição e Compras;001.0005 - Férias;1674,7074;1136,542593;1519,45031;1327,318959;1251,084458;1069,948712;1115,102516;1441,029358;1283,595848;1874,127022;1558,474652;1614,983064;1830,314029;1559,150951;1470,368821;1058,437919;1466,178563;1619,65272;1145,805033;1013,166452;1777,679037;1343,288314;1617,632673;1307,87801
001.007.0004 - Planejamento de Suprimentos;001.0005 - Férias;405,0671499;330,6690642;275,4630059;346,1443458;429,0780857;333,7256905;218,7068101;331,914546;525,4069274;496,0024238;492,554235;286,4829109;416,5136397;441,9002281;439,5857398;314,0369451;498,7052496;300,6956463;284,1654181;384,4072597;356,5475675;301,4392773;412,8801827;330,3736475
001.008.0001 - Suporte Técnico;001.0005 - Férias;5304,356733;3985,706098;2986,608271;4455,979504;3542,229615;3162,727332;3255,340347;4290,955794;6091,016757;6841,313443;2690,773342;4830,422285;4323,139188;3522,548417;6224,188007;4711,011333;4465,353385;4386,967444;3969,863837;5132,119162;3876,780774;5218,289694;4804,306841;5233,397308
001.008.0002 - Desenvolvimento de Software;001.0005 - Férias;3903,546517;3741,098063;2300,043589;3343,76807;3156,48996;3503,757064;2108,184586;2165,529293;3758,9444;5118,418487;3716,716277;2273,685371;2810,465016;3753,992186;2478,112365;3575,044104;2312,330759;3778,703199;3216,013856;2880,384424;2658,423066;3010,288386;3930,255526;3906,305895
001.008.0003 - Gerenciamento de Redes;001.0005 - Férias;2604,637671;2083,252143;1590,618522;2527,324788;2293,084592;1744,536476;2031,87707;1889,893214;2255,287647;2608,179045;2399,602642;2183,035167;2314,543797;1717,959086;2618,558904;1834,67025;1950,59883;2578,672237;2512,366556;3023,281002;2436,134022;1474,111884;1631,373867;1825,757794
001.008.0004 - Segurança da Informação;001.0005 - Férias;1127,643996;909,8906637;829,8100163;983,6735415;702,0417993;1145,688979;927,901236;1333,186988;956,6058128;1806,796341;1311,193835;912,3044032;1342,827733;1263,233432;1245,085305;1223,936335;937,2687967;895,2122074;926,9009352;1323,544956;935,1235725;1164,17959;1044,436568;1060,448377
001.009.0001 - Novos Projetos;001.0005 - Férias;3742,819466;2039,464646;1703,787732;2179,587284;3291,275323;2037,095557;2232,569296;2274,086525;3903,696186;4465,688679;3248,768256;2940,003402;2116,431333;2512,639676;3357,302666;2088,733866;3247,15874;2290,446228;3269,682117;3108,186527;2467,592679;2831,973264;2403,781513;2694,096457
001.009.0002 - Gestão de Projetos;001.0005 - Férias;2323,02138;2103,290787;1770,700431;2047,850694;1806,747189;2109,275047;1933,544662;1564,127844;2064,918178;3617,508445;1503,664881;2168,961633;2206,496594;2519,973807;2527,420774;2084,401035;2497,234153;1674,348081;2507,303393;2785,002521;2838,446694;2604,103511;2385,068882;2173,071779
001.009.0003 - Desenho Tecnico;001.0005 - Férias;1818,244667;1386,553025;1628,609459;1435,992104;983,6782484;1080,925887;1337,7389;1095,113892;1362,698514;2125,937801;1472,624747;1237,664913;1580,413003;1344,979398;1462,014094;1300,778319;1378,812568;1813,337261;1533,584865;1583,810052;1012,980858;1232,472889;1199,736233;1530,8788
001.009.0004 - Gerencia da Engenharia;001.0005 - Férias;796,2583201;611,9638603;534,8962327;637,7476112;632,068567;704,3593749;616,279077;571,7123676;754,2291412;795,6855757;656,8029015;908,5481498;871,5898096;670,0914429;553,9240829;658,3285598;698,4118344;662,4788247;723,1608892;705,8323294;874,7253682;824,1576634;654,6388122;593,2237332
001.010.0001 - Equipamentos;001.0005 - Férias;8471,173319;6547,281066;8204,902839;5801,198722;8804,653071;7645,559879;6746,740908;10068,21099;9265,355367;14125,4966;6491,319872;7910,320043;7919,865371;9328,831442;5543,594375;8418,419698;8911,011784;6694,651933;8759,455544;7271,294045;7442,836823;8469,391419;7102,71238;6270,541755
001.010.0002 - Utilidades;001.0005 - Férias;2971,780165;3846,449127;4095,247123;3049,656806;3180,758341;4236,84747;3045,651018;3136,413011;4746,092091;4873,184144;4778,803604;3887,164053;2987,075716;4215,205673;4360,384892;4659,346993;2958,622908;5533,489081;4303,738704;3352,884095;4295,979731;4709,085434;4465,372015;3891,456306
001.010.0003 - Predial;001.0005 - Férias;1346,789923;1324,187174;1186,52885;1967,097863;1846,618097;1491,802545;965,2150143;1361,730371;1535,557545;2697,039925;1170,373335;948,9217084;1642,990389;1615,438664;1386,528567;1374,853719;914,4164812;1632,312491;1316,380688;1336,695388;1790,547881;1521,057085;1382,989397;1389,489889
001.001.0001 - Linha de Produção;001.0005 - Férias;158538,0199;163593,6541;238298,5902;140685,894;222938,2494;150450,4952;159632,3422;195429,3029;263272,3733;280279,8424;176252,0373;202803,9001;218841,2632;165197,225;179398,3329;286948,6939;158602,054;257169,0795;260800,2855;206383,3427;189257,3428;208314,5667;154208,6622;153084,5189
001.001.0002 - Gerência de Produção;001.0005 - Férias;31204,8816;38549,27492;24925,57743;39876,55538;46227,83217;31462,98555;42405,05026;49728,54648;47321,43131;52466,1715;34467,21087;27914,42457;24919,69024;29869,07228;54147,66608;41519,31843;40507,58586;40236,69401;32386,32659;23139,61454;46597,5842;47906,55003;40718,59707;40434,62211
001.002.0001 - Equipe de Vendas;001.0005 - Férias;20756,8156;25722,04409;13180,65748;18212,26293;19942,36184;25225,74521;14913,98284;18192,20158;19756,51421;33764,06668;19220,47;24908,74642;20557,21225;19631,24123;24871,94977;27352,86542;18895,98276;19282,42601;25581,52473;24068,4917;15304,13272;22034,03318;20596,37227;14614,45871
001.002.0002 - Marketing Digital;001.0005 - Férias;10364,23694;7102,970914;6675,883339;7453,972837;7067,768789;4944,710832;8831,856861;8340,981116;7356,378023;11723,43458;10978,12424;7059,788325;10855,87816;7729,876796;9798,883619;11767,22802;7465,049061;8654,238424;8316,425257;11355,40014;9341,976475;8090,75915;6522,814448;8526,736453
001.002.0003 - Pesquisa de Mercado;001.0005 - Férias;3253,733062;3532,841017;2228,296591;4174,70054;2673,463111;3149,066906;3231,094444;3121,454961;2588,567852;5736,865837;4084,694441;4146,528148;3287,00795;4721,326821;3374,264075;4503,756024;2759,9599;3843,593226;5285,022792;3359,093926;3835,645677;3548,647424;2949,048402;3853,162834
001.002.0004 - Gerência de Vendas;001.0005 - Férias;2258,111357;1376,146467;2037,691544;1452,345615;2046,593745;1857,968171;1427,697882;1299,856833;2356,092863;2781,631222;1512,703538;1525,668291;1119,840386;1068,906673;1320,359634;2390,824511;1383,087894;1333,849404;2032,347223;2317,244502;2408,05534;2453,380946;2287,666225;2058,122229
001.003.0001 - Recrutamento e Seleção;001.0005 - Férias;2338,457264;2738,031863;3642,197889;2746,033058;3689,998131;3024,693568;3660,158843;2898,380074;4164,72294;5213,555311;4054,841086;4336,889144;3571,571932;4016,934296;2512,893621;2964,208696;3556,14905;3047,465359;2093,514346;3794,787095;3470,452617;3599,536371;3215,265342;1921,603414
001.003.0002 - Treinamento e Desenvolvimento;001.0005 - Férias;1744,161634;2511,655177;3065,492428;1956,424167;2903,764486;2192,60018;2244,956784;1716,054187;2739,084585;3478,766309;2021,303131;3520,051958;2316,19291;2791,654428;2001,526467;2268,249812;2635,947253;2595,987798;2849,329679;2106,343152;3637,398482;2023,377098;2235,584205;2776,002409
001.003.0003 - Remuneração e Benefícios;001.0005 - Férias;1615,651451;1382,660752;1458,037137;1952,783712;1599,864839;1597,631479;1597,114673;1866,45532;2171,625564;1892,9523;2294,951728;2930,884109;2946,932895;1821,916399;2426,767568;1615,008141;1536,797083;1962,028579;2148,515584;2415,276874;2174,023563;1928,093925;2291,610877;2294,387357
001.003.0004 - Relações Trabalhistas;001.0005 - Férias;1166,904584;1274,925238;1233,816948;1001,556097;1795,610864;1278,797013;1906,1332;1243,31974;1809,09519;3490,563676;1399,205691;1610,43979;1281,821787;1587,479632;2187,541606;2078,540848;1553,877187;1477,531794;1637,927689;1767,768399;1194,04031;1667,280908;1188,836548;1342,111388
001.003.0005 - Gerência de RH;001.0005 - Férias;1312,264984;1053,444935;1173,966742;839,0252848;944,2722766;911,486881;1085,667589;1363,603678;1491,720902;1705,676993;1117,474195;1171,677622;1212,249194;990,5982172;1318,089638;1001,808699;1357,488642;686,6921983;1233,948498;961,0192529;1064,822415;1006,701853;1218,022408;1045,661292
001.004.0001 - Contabilidade Geral;001.0005 - Férias;3657,301025;3040,171932;2488,383695;2671,893691;2404,887057;2678,761295;2822,396597;2177,113747;2445,178842;4533,017406;2727,856643;2825,541037;2553,637683;2398,389511;2600,456852;2170,64006;2960,801244;2307,390943;3090,301317;2284,226585;2664,20151;2805,119436;1895,423124;3547,693017
