Referência:;2023;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;janeiro;;fevereiro;;março;;abril;;maio;;junho;;julho;;agosto;;setembro;;outubro;;novembro;;dezembro;
001.003.0001 - Recrutamento e Seleção;001.0004 - Décimo Terceiro;2784,28;3935,312077;3377,19;2789,33636;3477,61;3831,601304;3560,78;4947,98606;3427,88;0;3292,26;0;2886,55;0;2716,98;0;4030,12;0;3183,8;0;3056,71;0;3663,19;0
001.003.0002 - Treinamento e Desenvolvimento;001.0004 - Décimo Terceiro;2640,19;2421,764432;2261,74;2609,802898;2912,71;2818,151041;2828,11;4436,660027;3089,15;0;2433,16;0;2889,26;0;3306,31;0;2898,67;0;2397,99;0;3036,99;0;2861,63;0
001.003.0003 - Remuneração e Benefícios;001.0004 - Décimo Terceiro;2026,52;2259,492497;1913,46;2332,362518;2203,84;2143,66863;2917,07;3372,603789;2448,49;0;1865,3;0;2571,46;0;2445,07;0;2341,27;0;2475,82;0;2619,18;0;3173,67;0
001.003.0004 - Relações Trabalhistas;001.0004 - Décimo Terceiro;1676,59;1488,272681;1343,02;1353,32223;1305,74;2062,463402;1803,1;2280,684506;1639,64;0;1713,49;0;1351,65;0;1526,54;0;1758,02;0;2067,9;0;1984,4;0;2192,99;0
001.003.0005 - Gerência de RH;001.0004 - Décimo Terceiro;1054,71;1090,927617;1032,05;1084,683806;1013,13;1042,83188;1529,62;1605,058097;1030,13;0;904,98;0;1228,47;0;937,43;0;1224,69;0;1401,09;0;1031,81;0;1612,73;0
001.004.0001 - Contabilidade Geral;001.0004 - Décimo Terceiro;3002,16;2738,640922;2870,55;2774,592533;2221,3;3085,451771;3895,25;3734,005438;3032,9;0;3142,32;0;3316,03;0;2481;0;2732,4;0;3148,88;0;3589,22;0;3393,53;0
001.004.0002 - Planejamento Financeiro;001.0004 - Décimo Terceiro;1770,45;2498,698778;1883,89;1516,837211;1662,24;1996,003989;1702,96;2188,084095;2127,13;0;1477,08;0;1674,54;0;2180,57;0;1745,23;0;1736,32;0;1876,38;0;2348;0
001.004.0003 - Tesouraria;001.0004 - Décimo Terceiro;1473,42;1471,185019;1523,68;1272,065947;1501,26;1729,227631;1605,61;1667,371416;1365,53;0;1234,85;0;1315,9;0;1307,52;0;1565,31;0;1276,85;0;1698,58;0;1789;0
001.004.0004 - Controladoria;001.0004 - Décimo Terceiro;1037,37;946,6874342;950,54;1204,899132;1018,54;1151,479748;1050,79;1533,572502;1011,39;0;946,81;0;919,47;0;1185,26;0;1009,74;0;979,07;0;1225,2;0;1520,41;0
001.005.0001 - Pesquisa e Desenvolvimento;001.0004 - Décimo Terceiro;3046,62;3823,004498;3881,18;3672,876523;3973,28;3026,349161;4906,79;5928,205421;3199,82;0;3760,41;0;4060,21;0;3399,81;0;3532,32;0;3226,25;0;4449,49;0;3666,68;0
001.006.0001 - Testes de Qualidade;001.0004 - Décimo Terceiro;7616,85;8509,755775;6613,49;6948,734916;5668,01;6535,301054;7463,67;12415,1463;8862,98;0;7512,76;0;7988,93;0;7625,72;0;8688,87;0;8734,26;0;7746,37;0;7714,1;0
001.006.0002 - Inspeção de Produtos;001.0004 - Décimo Terceiro;1930,51;2416,156332;1922,14;2917,43432;1784,31;2959,639594;2170,51;2986,776954;2441,15;0;2190,29;0;2083,04;0;2146,26;0;2988,21;0;1990,12;0;2294,9;0;2515,22;0
001.006.0003 - Documentação Legal;001.0004 - Décimo Terceiro;842,76;1461,8411;1071,16;998,8233475;882,82;1199,004523;1122,42;1347,367785;1083,65;0;913,45;0;1126,35;0;1242,51;0;1306,8;0;1155,19;0;1378,12;0;1584,05;0
001.007.0001 - Gerenciamento de Estoques;001.0004 - Décimo Terceiro;2439,53;3763,233533;2242,63;2363,147736;3226,55;3662,226575;3710;3886,088733;2991,32;0;2858,5;0;2940,94;0;3218,81;0;3572,84;0;3596,17;0;2899,87;0;2952,53;0
001.007.0002 - Transporte e Distribuição;001.0004 - Décimo Terceiro;2013,52;2397,302428;2086,66;2121,573772;2209,61;2550,930092;2745,2;3575,999551;2408,89;0;2328,18;0;2644,68;0;2459,1;0;3039,52;0;2485,98;0;2608,52;0;3753,03;0
001.007.0003 - Aquisição e Compras;001.0004 - Décimo Terceiro;1069,45;1686,791252;1441,2;1258,319227;1561,03;1393,85648;1774,74;1602,255744;1264,22;0;1251,5;0;1524,31;0;1226,41;0;1558,72;0;1716,46;0;1302,94;0;1814,1;0
001.007.0004 - Planejamento de Suprimentos;001.0004 - Décimo Terceiro;362,43;284,5990052;313,17;383,6137268;271,25;389,6744738;473,99;577,0188431;355,43;0;417,92;0;359,17;0;315,84;0;496,94;0;467,74;0;346,58;0;486,2;0
001.008.0001 - Suporte Técnico;001.0004 - Décimo Terceiro;4500,9;4537,278555;4771,44;3493,80572;4573,06;5751,301861;5534,32;7396,070787;4561,49;0;4609,69;0;4527,54;0;4957,56;0;4840,14;0;4616,59;0;4026,3;0;4405,09;0
001.008.0002 - Desenvolvimento de Software;001.0004 - Décimo Terceiro;3074,35;3585,443966;3479,13;3221,464139;2858,48;3205,301057;3557,14;5277,851274;3327,64;0;3137,51;0;3496,56;0;3407,15;0;3777,65;0;3575,66;0;2916,28;0;4496,2;0
001.008.0003 - Gerenciamento de Redes;001.0004 - Décimo Terceiro;2203,25;2495,24644;1984,35;2229,514188;1895,68;2741,560191;2650,23;2934,544645;1873,21;0;1979,24;0;2516,06;0;2682,37;0;2481,7;0;2810,66;0;2295,83;0;2403,89;0
001.008.0004 - Segurança da Informação;001.0004 - Décimo Terceiro;788,43;1128,051229;1040,16;1392,226907;1210,67;1428,423284;1447,21;1650,065975;933;0;1101,37;0;904,58;0;1049,18;0;1293,23;0;1267,57;0;1200,51;0;1417,19;0
001.009.0001 - Novos Projetos;001.0004 - Décimo Terceiro;2796,55;3058,588707;2902,7;3215,341671;2542,11;3948,940023;3364,92;3220,12341;2522,01;0;3410,73;0;2554,19;0;2534,51;0;3821,04;0;2960,96;0;2924,4;0;3564,77;0
001.009.0002 - Gestão de Projetos;001.0004 - Décimo Terceiro;1684,14;2236,918247;2112,6;2781,059165;1746,41;2598,077821;2251,8;2797,462452;2577,52;0;2254,95;0;2257,8;0;2485,86;0;2835,63;0;2770,56;0;1852,07;0;2887,77;0
001.009.0003 - Desenho Tecnico;001.0004 - Décimo Terceiro;1245,66;1404,709091;1351,99;1371,047473;1428,43;1244,420364;1393,05;1819,386831;1570,95;0;1302;0;1218,23;0;1670,89;0;1377,06;0;1453,28;0;1595,8;0;1910,46;0
001.009.0004 - Gerencia da Engenharia;001.0004 - Décimo Terceiro;715,02;644,921588;647,66;825,6424815;606,39;901,7090313;910,99;957,6696232;786,48;0;674,3;0;676,42;0;815,33;0;977,68;0;862,93;0;711,17;0;953,99;0
001.010.0001 - Equipamentos;001.0004 - Décimo Terceiro;8480,87;8910,064413;6981,29;11262,40914;7252,57;10509,76467;11747,54;11684,2827;7742,9;0;10020,25;0;9612,11;0;9957,58;0;11404,44;0;10691,01;0;9506,35;0;12960,65;0
001.010.0002 - Utilidades;001.0004 - Décimo Terceiro;4243,95;4743,148602;3848,68;4669,033567;3387,66;4825,767463;5906,73;4997,793661;4652,79;0;4439,39;0;4355,34;0;4010,78;0;4969,4;0;4371,8;0;3928,7;0;5800,72;0
001.010.0003 - Predial;001.0004 - Décimo Terceiro;1242,15;1686,481899;1275,79;1574,097144;1457,07;1365,454349;1585,85;2520,410825;1475,76;0;1201,78;0;1601,8;0;1594,23;0;1426,26;0;1677,62;0;1481,14;0;2140,41;0
001.001.0001 - Linha de Produção;001.0004 - Décimo Terceiro;180723,8;207778,4228;220671,3;243956,223;230972,22;223225,0638;206651,62;242485,3741;251605,79;0;232734,53;0;233955,93;0;214387,64;0;273805,1;0;258683,69;0;270040,2;0;232871,33;0
001.001.0002 - Gerência de Produção;001.0004 - Décimo Terceiro;34947,23;39434,68286;33234,71;35861,31105;33610,76;30871,45541;50634,62;36990,93444;44328,48;0;43327,97;0;39576,88;0;40308,04;0;37337,02;0;40258,51;0;38352,43;0;51817,47;0
001.002.0001 - Equipe de Vendas;001.0004 - Décimo Terceiro;15756,45;26992,07042;19652,35;24961,86455;17245,36;23247,10201;27537;25131,25057;18213,53;0;18482,62;0;19135,15;0;19020,17;0;27752,36;0;21090,12;0;27500,48;0;27388,46;0
001.002.0002 - Marketing Digital;001.0004 - Décimo Terceiro;6861,2;6960,957078;8138,84;8424,687033;8391,71;7371,344446;9674,9;12143,4152;9243,09;0;8553,13;0;8496,68;0;9133,44;0;9956,17;0;10924,81;0;8375,04;0;9087,6;0
001.002.0003 - Pesquisa de Mercado;001.0004 - Décimo Terceiro;2755,74;4082,066531;2997,47;3524,004337;3364,87;4835,643774;3742,88;5808,855936;3934,6;0;3399,37;0;2922,15;0;4478,38;0;3912,2;0;4195,8;0;3385,14;0;4858,05;0
001.002.0004 - Gerência de Vendas;001.0004 - Décimo Terceiro;1880,9;2023,912486;1406,51;2098,67408;1433,35;1889,923221;2113,08;3022,54981;1638,1;0;1548,72;0;1652,38;0;2119,29;0;1972,28;0;1748,15;0;1731,46;0;2059,44;0
001.003.0001 - Recrutamento e Seleção;001.0004 - Décimo Terceiro;2850,73;2923,563028;3484,46;2641,7956;3448,84;3952,170382;4396,89;5043,689562;3373,16;0;3661,35;0;3434,72;0;2802,82;0;3760,69;0;3425,6;0;4111,34;0;3958,49;0
001.003.0002 - Treinamento e Desenvolvimento;001.0004 - Décimo Terceiro;2773,05;2877,561729;2970,8;2530,316234;2424,72;2768,736662;3356,36;3755,923668;3150,04;0;2782,79;0;2759,26;0;3182,08;0;3595,56;0;2999,02;0;3290,03;0;3916,85;0
001.003.0003 - Remuneração e Benefícios;001.0004 - Décimo Terceiro;2197,84;2660,457705;2157,53;2378,671658;2350,95;1778,91195;2792,71;3126,03941;2027,77;0;1885,89;0;2216,65;0;2510,78;0;2200,14;0;2419,4;0;2229,29;0;2733,11;0
001.003.0004 - Relações Trabalhistas;001.0004 - Décimo Terceiro;1469,66;1737,938137;1859,49;1711,393381;1343,18;1692,920704;1761,75;2110,907118;1802,65;0;1595,57;0;1380,77;0;1391,05;0;1614,52;0;1774,59;0;1762,77;0;2414,39;0
001.003.0005 - Gerência de RH;001.0004 - Décimo Terceiro;1158,53;1065,001052;1105,06;1173,195799;887,34;1341,077214;1071,83;1233,901945;1027,68;0;965,15;0;1013,97;0;1202,94;0;1264,74;0;1259,32;0;1347,79;0;1536,32;0
001.004.0001 - Contabilidade Geral;001.0004 - Décimo Terceiro;3089,5;2492,7891;2855,83;2897,92351;2976,5;3020,214512;4035,66;3261,096184;3154,01;0;2977,76;0;2431,66;0;2672,5;0;3287,27;0;3746,06;0;3432,12;0;4031,79;0
001.004.0002 - Planejamento Financeiro;001.0004 - Décimo Terceiro;1543,82;1640,178399;1671;1885,824445;1562,48;1756,610618;2021,28;2623,560211;1721,86;0;2093,67;0;1864,59;0;1800,83;0;2437,37;0;1674,41;0;2227,39;0;1824,08;0
001.004.0003 - Tesouraria;001.0004 - Décimo Terceiro;1073,43;1459,057782;1651,01;1655,160586;1505,94;1516,310165;1381,63;2231,335096;1653,12;0;1171,37;0;1499,68;0;1425,46;0;1479,56;0;1828,37;0;1630,82;0;1831,99;0
001.004.0004 - Controladoria;001.0004 - Décimo Terceiro;839,54;1281,331723;1095,75;1183,00665;846,75;1053,577183;1491,39;1808,467628;1101,13;0;1079,53;0;1015,19;0;1280,73;0;1349,78;0;1385,43;0;1038,83;0;1178,28;0
001.005.0001 - Pesquisa e Desenvolvimento;001.0004 - Décimo Terceiro;3118,02;3334,212067;4155,51;3004,948263;3615,93;3290,781285;3793,5;5904,584711;2963,65;0;3199,17;0;3385,09;0;3864,32;0;3418,16;0;4192,09;0;3449,98;0;5095,37;0
001.006.0001 - Testes de Qualidade;001.0004 - Décimo Terceiro;5561,73;7371,801403;7664,13;9210,216087;7906,63;7084,124002;7672,23;11553,96837;7149,87;0;7542,94;0;8912,73;0;7731,08;0;8388,38;0;7290,92;0;9555,37;0;9405,33;0
001.006.0002 - Inspeção de Produtos;001.0004 - Décimo Terceiro;1931,49;2168,8473;2372,94;2621,220562;2121,43;2559,230214;2982,29;3521,690299;2486,48;0;2392,59;0;1923,73;0;2099,48;0;2169,92;0;2338,39;0;2487,02;0;2274,73;0
001.006.0003 - Documentação Legal;001.0004 - Décimo Terceiro;787,08;1222,056429;863,24;961,1105077;999,89;1237,936479;1216,5;1216,591801;1169,22;0;1035,3;0;1059,96;0;1267,06;0;1181,48;0;1260,56;0;1114,85;0;1119,67;0
001.007.0001 - Gerenciamento de Estoques;001.0004 - Décimo Terceiro;2962,7;3392,915207;3136,35;2679,14775;2585,35;2562,914657;2961,34;4867,578811;3020,89;0;3013,47;0;2713,49;0;2975,97;0;2989,27;0;2518,02;0;3113,06;0;3973,22;0
001.007.0002 - Transporte e Distribuição;001.0004 - Décimo Terceiro;2529,5;2565,859122;2263,43;2877,517294;2540,59;2498,205225;2974,48;3175,4032;2127,6;0;2600,34;0;2764,82;0;2553,89;0;3382,83;0;3291,74;0;2378,07;0;3783,16;0
001.007.0003 - Aquisição e Compras;001.0004 - Décimo Terceiro;1053,26;1580,754933;1238,68;1609,737965;1222,15;1505,226217;1860,82;2090,546419;1664,21;0;1711,23;0;1309,52;0;1354,31;0;1640,48;0;1268,16;0;1581,27;0;1595,6;0
001.007.0004 - Planejamento de Suprimentos;001.0004 - Décimo Terceiro;341,04;315,0544863;295,5;406,2456822;285,13;499,2145934;428,7;477,2015561;359,91;0;326,86;0;410,72;0;393,87;0;334,9;0;323,21;0;450,94;0;489,52;0
001.008.0001 - Suporte Técnico;001.0004 - Décimo Terceiro;4283,75;4889,763748;3887,34;5840,1982;3397,97;5585,639327;5723,65;6100,026761;4649,86;0;4204,5;0;4745,43;0;3610,54;0;5105,77;0;4475,08;0;5363,35;0;4850,97;0
001.008.0002 - Desenvolvimento de Software;001.0004 - Décimo Terceiro;2376,96;3993,223814;2613,22;3989,06772;2773,7;4344,358841;3130,49;5700,842858;3389,66;0;3260,45;0;2924,94;0;3289,29;0;4280,12;0;4154,98;0;4146,79;0;3701,32;0
001.008.0003 - Gerenciamento de Redes;001.0004 - Décimo Terceiro;1565,24;2798,900953;1793,79;2555,581228;2169,19;2834,851944;2297,27;3045,861275;2270,29;0;1977,13;0;2334,43;0;1823,63;0;2291,94;0;2327,6;0;1849,04;0;2656,8;0
001.008.0004 - Segurança da Informação;001.0004 - Décimo Terceiro;1143,8;1067,69198;1095,79;861,2493323;881,34;1125,894667;1487,05;1193,942684;961,09;0;990,31;0;961,26;0;1164,06;0;1113,97;0;1254,02;0;1195,78;0;1414,91;0
001.009.0001 - Novos Projetos;001.0004 - Décimo Terceiro;2913,85;3698,976876;3082,75;2635,868524;3066,76;3029,421307;2970,43;3601,23846;2615,14;0;3438,27;0;2679,22;0;2499,86;0;3705,11;0;2927,62;0;3301,03;0;4251,23;0
001.009.0002 - Gestão de Projetos;001.0004 - Décimo Terceiro;2160,65;2079,985679;1953,29;2810,917022;1690,11;2469,265594;2960,56;3548,460941;2196,86;0;2064,89;0;2041,56;0;2336,45;0;2037,63;0;2100,01;0;2300,05;0;2248,55;0
001.009.0003 - Desenho Tecnico;001.0004 - Décimo Terceiro;1418,12;1428,602481;1375,54;1644,905433;1248,89;1664,208366;1923,04;2169,242575;1709,49;0;1204,3;0;1721,71;0;1208,91;0;1741,9;0;1388,17;0;1488,04;0;1859,25;0
001.009.0004 - Gerencia da Engenharia;001.0004 - Décimo Terceiro;777,36;763,5237401;639,05;904,6354774;808,29;708,9408744;927,33;898,1568652;753,54;0;753,96;0;585,48;0;791,86;0;790,41;0;847,02;0;891,09;0;724,03;0
001.010.0001 - Equipamentos;001.0004 - Décimo Terceiro;6259,51;8933,844912;8915,39;9727,980742;8586,63;8747,469261;10717,7;11135,17256;10269,11;0;7135,95;0;8150,15;0;7552,29;0;8207,48;0;8356,75;0;10591,19;0;9297,17;0
001.010.0002 - Utilidades;001.0004 - Décimo Terceiro;4131,59;4880,415314;3832,05;4965,570573;3984,12;5018,702229;5936,89;6168,526084;3596,05;0;4480,58;0;3704,83;0;3707,56;0;5302,67;0;5519,46;0;4426,76;0;5247,56;0
001.010.0003 - Predial;001.0004 - Décimo Terceiro;1134,6;1664,818832;1655,04;1542,562149;1494,3;1483,468057;1908,61;2267,423513;1224,87;0;1496,5;0;1517,45;0;1341,1;0;1984,64;0;1646,33;0;1265,45;0;1750,42;0
001.001.0001 - Linha de Produção;001.0005 - Férias;235316,56;263618,8726;301190,14;311900,2453;326448,1;240550,5782;553696,51;464231,5345;285519,85;0;268331,75;0;332233,66;0;302578,14;0;326044,04;0;318653,09;0;260492,47;0;333546,81;0
001.001.0002 - Gerência de Produção;001.0005 - Férias;54182,28;49871,52619;43612,2;52599,60523;44960,39;55862,36076;73746,1;91687,65633;43490,12;0;49397,18;0;48619,87;0;57609,86;0;58129,73;0;47967,51;0;58440,11;0;71524,59;0
001.002.0001 - Equipe de Vendas;001.0005 - Férias;30208,61;29042,72029;22012,58;28774,35411;33610,21;29758,56436;49825,28;49128,24446;27382,98;0;24026,52;0;26193,37;0;30229,35;0;36740,16;0;30669,77;0;24411,67;0;36910,19;0
001.002.0002 - Marketing Digital;001.0005 - Férias;12874,35;14257,68992;11427,79;10986,73424;12038,98;13739,90018;19246,14;17800,53685;14057,11;0;9659,45;0;14005,24;0;13718,36;0;14661,17;0;14489,33;0;13305,67;0;17625,32;0
001.002.0003 - Pesquisa de Mercado;001.0005 - Férias;5255,03;5981,324689;4960,81;3907,409213;4571,09;4875,911113;6848,62;7718,79734;4463,32;0;4688,74;0;4841,27;0;5099,44;0;5384,17;0;5475,04;0;4881,44;0;6073,91;0
001.002.0004 - Gerência de Vendas;001.0005 - Férias;2684,12;2402,750462;2425,88;2587,070501;2056,9;2612,656614;4223,5;5013,050378;1991,27;0;2105,25;0;2053,54;0;2979,48;0;2517,3;0;2643,45;0;2155,8;0;2622,45;0
001.003.0001 - Recrutamento e Seleção;001.0005 - Férias;3791,31;5397,055053;4201,08;4218,785663;3793,77;5881,912943;8121,17;8521,197102;3879,23;0;4071,06;0;4332,76;0;4335,76;0;4921,02;0;5109,85;0;4790,26;0;4415,79;0
001.003.0002 - Treinamento e Desenvolvimento;001.0005 - Férias;3887,79;3736,194786;3128,21;4000,113216;4045,24;4431,065798;6675,73;6337,516741;3527,78;0;2953,04;0;4224,98;0;3116,55;0;3514,53;0;4056,96;0;4263,72;0;5204,32;0
001.003.0003 - Remuneração e Benefícios;001.0005 - Férias;2904,75;4165,618536;2847,36;2738,033951;2914,71;2761,133056;4397,25;5314,551719;2425,65;0;2684,59;0;3321,62;0;2732,29;0;3572,82;0;3009,63;0;3344,36;0;3147,93;0
001.003.0004 - Relações Trabalhistas;001.0005 - Férias;2037,67;2254,802225;1656,74;2329,874872;1952,99;2419,388245;3712,46;4492,872503;2291,98;0;2074,35;0;1997,48;0;2558,14;0;2811,38;0;2076,88;0;2238,46;0;2253,13;0
001.003.0005 - Gerência de RH;001.0005 - Férias;1475,78;1273,548337;1565,45;1609,841695;1455,81;1886,848409;2116,34;2454,38917;1344,9;0;1608,05;0;1761,69;0;1773,5;0;1549,74;0;1353,21;0;1263,72;0;1773,2;0
001.004.0001 - Contabilidade Geral;001.0005 - Férias;3455,34;3208,386687;3435,67;3428,695136;3931,56;3922,648206;5684,65;9051,848738;4487,92;0;4319,53;0;4158,18;0;4632,7;0;4675,26;0;4796,87;0;4319,46;0;4798,53;0
001.004.0002 - Planejamento Financeiro;001.0005 - Férias;2696,06;2552,954319;2524,94;2505,683874;2560,29;2659,681631;4584,77;3988,836088;2583,03;0;2594,71;0;2556,42;0;2573,73;0;2828,87;0;3058,91;0;2019,79;0;2482,2;0
001.004.0003 - Tesouraria;001.0005 - Férias;2169,45;2149,080548;1959,2;1704,781448;1743,83;1901,611749;3565,66;3116,944163;2242,35;0;2163,62;0;2374,65;0;2019,64;0;1739,2;0;2297,08;0;2229,69;0;2520,72;0
001.004.0004 - Controladoria;001.0005 - Férias;1607,1;1369,286067;1357,23;1398,643806;1347,12;1811,686403;1981,05;3189,808355;1352,34;0;1615,66;0;1390,34;0;1771,8;0;1402,82;0;1788,86;0;1592,04;0;1854,41;0
001.005.0001 - Pesquisa e Desenvolvimento;001.0005 - Férias;4530,43;4800,260426;4717,58;6173,44505;4691,62;6038,864832;8644,49;7740,521109;5800,76;0;3835,32;0;4892,22;0;5824,97;0;5212,27;0;5910,39;0;5845,49;0;6387,87;0
001.006.0001 - Testes de Qualidade;001.0005 - Férias;11919,22;10344,72752;8364,05;11428,63564;10897,64;13208,98857;20308,09;20475,5563;9562,83;0;11455,72;0;9539,34;0;10493,43;0;13011,43;0;12371,76;0;11834,27;0;14502,58;0
001.006.0002 - Inspeção de Produtos;001.0005 - Férias;2298,96;2694,714287;2212,96;3335,712403;3088,06;3888,794113;5829,21;5754,373819;3496,16;0;3155,1;0;3148,78;0;3511,77;0;3541,58;0;3267,55;0;3188,49;0;4305,65;0
001.006.0003 - Documentação Legal;001.0005 - Férias;1624,16;1253,209266;1398,73;1737,977261;1266,19;1578,553696;2073,49;3000,472075;1562,64;0;1220,98;0;1607,19;0;1655,71;0;1838,36;0;1746,34;0;1773,62;0;1893;0
001.007.0001 - Gerenciamento de Estoques;001.0005 - Férias;4550,69;4854,039884;4083,37;3134,237953;4323,74;3199,781126;7722,58;8875,879409;3797,04;0;3082,67;0;4589,44;0;4743,9;0;4262,09;0;4560,65;0;4468,78;0;5343,3;0
001.007.0002 - Transporte e Distribuição;001.0005 - Férias;3612,95;2699,965154;3766,11;3021,061472;3911,95;3149,976498;6409,48;6691,256781;2929,05;0;3825,16;0;2954,59;0;2800,13;0;3847,83;0;3563,04;0;3609,3;0;3857,4;0
001.007.0003 - Aquisição e Compras;001.0005 - Férias;2189,66;2610,556167;1947,69;2006,810554;2228,59;2219,016194;3153,82;3333,096175;2274,53;0;2191,25;0;1872,56;0;1789,75;0;2561,05;0;2182,33;0;1590,29;0;2371,38;0
001.007.0004 - Planejamento de Suprimentos;001.0005 - Férias;401,26;478,9593441;468,76;546,3917381;503,59;513,7233642;804,31;798,3531753;498,93;0;498,92;0;563,43;0;531,03;0;614,35;0;500,92;0;441,01;0;624,26;0
001.008.0001 - Suporte Técnico;001.0005 - Férias;6632,61;4337,49332;4817,05;7189,883931;5518,93;6848,753127;9470,37;13605,54227;6378,16;0;5650,84;0;4762,48;0;4885,53;0;6208,92;0;6766,82;0;5593,86;0;5872,78;0
001.008.0002 - Desenvolvimento de Software;001.0005 - Férias;4813,13;5299,460991;4392,68;4409,423002;4051,04;4834,845387;8690,82;6673,745221;4067,39;0;4954,68;0;4583,25;0;3881,96;0;4794,24;0;3766,03;0;4656,56;0;4546,95;0
001.008.0003 - Gerenciamento de Redes;001.0005 - Férias;2908,2;3176,218958;2654,8;3562,784495;3352,04;2829,495512;4408,56;5649,664825;3394,77;0;2547,86;0;2484,06;0;3209,24;0;2881,24;0;2863,34;0;3443,95;0;3959,2;0
001.008.0004 - Segurança da Informação;001.0005 - Férias;1546,71;1466,088135;1132,66;1339,41177;1488,87;1448,598534;2052,35;3186,31609;1239,1;0;1403,59;0;1229,28;0;1352,24;0;1689,23;0;1643,33;0;1676,15;0;1635,91;0
001.009.0001 - Novos Projetos;001.0005 - Férias;4457,91;4401,799856;3431,97;4463,543086;3586,39;3432,132739;7547,55;9709,646695;4637,3;0;3350,35;0;4170,23;0;3418,55;0;4788,22;0;4950,59;0;4293,71;0;4604,67;0
001.009.0002 - Gestão de Projetos;001.0005 - Férias;2589,23;3290,660013;2238,39;2557,461735;2989,49;2934,846191;4544,8;7181,896436;2444,66;0;2703,98;0;3505,35;0;2401,94;0;3750,33;0;2917,98;0;3117,97;0;4172,17;0
001.009.0003 - Desenho Tecnico;001.0005 - Férias;2172,75;1760,320431;1915,24;2033,567416;2192,81;2011,36274;3566,54;4776,649878;1704,87;0;2009,69;0;2136,72;0;1814,73;0;2548,92;0;2371,24;0;1817,72;0;2790,41;0
001.009.0004 - Gerencia da Engenharia;001.0005 - Férias;950,86;1044,900625;925,36;1200,479049;761,36;1155,421157;1598,7;1895,0411;816,93;0;857,32;0;855,68;0;1170,75;0;1229,92;0;1204,26;0;961,14;0;1197,3;0
001.010.0001 - Equipamentos;001.0005 - Férias;11595,07;12575,72403;9741,3;13522,38283;12713,19;11275,98093;20895,84;22951,84898;9884,07;0;10371,23;0;11741,76;0;12925,11;0;14283,52;0;13037,01;0;12655,29;0;16579,44;0
001.010.0002 - Utilidades;001.0005 - Férias;6435,79;6302,27306;5817,64;6171,025158;6058,15;6975,47786;10197,05;13778,96356;6066,87;0;5586,82;0;5121,77;0;4936,93;0;6715,45;0;6818,95;0;5693,74;0;8430,71;0
001.010.0003 - Predial;001.0005 - Férias;1587,96;1943,489525;1485,45;2628,484436;2091,77;1812,025335;3397,67;4611,275686;1980,92;0;2122,38;0;1713,54;0;1851,58;0;2273,55;0;1728,72;0;1611,04;0;2880,81;0
001.001.0001 - Linha de Produção;001.0005 - Férias;256223,68;317696,3947;276579,86;355108,0414;271527,85;233053,731;421225,01;481804,163;262829,39;0;305528,58;0;262628,9;0;251745,56;0;358114,06;0;264436,56;0;300467,14;0;324136,37;0
001.001.0002 - Gerência de Produção;001.0005 - Férias;43213,94;55077,5071;43042,59;58626,63111;54807;62179,73151;84308,15;86781,93121;52525,79;0;52863,88;0;49448,86;0;55062,89;0;50725,73;0;44392,8;0;46083,58;0;53992,24;0
001.002.0001 - Equipe de Vendas;001.0005 - Férias;23381,86;33343,45367;22438,37;26335,45798;30609,11;34167,21309;56174,3;54544,35705;27131,88;0;30051,47;0;28008,3;0;29242,59;0;28641,55;0;31174,95;0;35584,63;0;31767,38;0
001.002.0002 - Marketing Digital;001.0005 - Férias;12864,1;15057,82719;13376,56;16873,47509;11127,97;17129,52864;21601,02;26789,52296;14846,9;0;9717,91;0;10255,82;0;12254,92;0;10990,28;0;11520,81;0;12167,83;0;14110,31;0
001.002.0003 - Pesquisa de Mercado;001.0005 - Férias;5380,31;5559,857614;4278,27;4602,048874;4350,79;5463,302218;8058,38;12230,49151;4438,69;0;4498,86;0;5503,74;0;4133,33;0;5588,72;0;4436;0;4151,16;0;5364;0
001.002.0004 - Gerência de Vendas;001.0005 - Férias;2723,02;2717,912518;2174,22;2457,735342;2103,61;2479,595318;3623,65;4541,329306;2285,73;0;2244,38;0;2416,19;0;2719,74;0;2504,84;0;2543,85;0;2366,2;0;3148,64;0
001.003.0001 - Recrutamento e Seleção;001.0005 - Férias;3871,24;5517,737985;3632,91;5537,189548;4299,84;4555,509295;7272,07;7501,268215;3853,1;0;4877,85;0;4380,71;0;4015,23;0;4139,07;0;4169,35;0;3739,72;0;4668,43;0
001.003.0002 - Treinamento e Desenvolvimento;001.0005 - Férias;4143,09;4392,053891;2855,77;4230,284887;3109,62;3967,540078;5834,13;7163,216568;4019,2;0;3357,45;0;4233,59;0;3775,75;0;4706,67;0;4603,89;0;3173,47;0;4852,25;0
001.003.0003 - Remuneração e Benefícios;001.0005 - Férias;3315,69;2458,494291;2172,71;3115,098689;2671,62;3015,295409;4953,85;4646,950799;2687,19;0;2591,2;0;2982,87;0;2473,52;0;2787,15;0;2524,73;0;3479,04;0;3398,21;0
001.003.0004 - Relações Trabalhistas;001.0005 - Férias;1714,48;2215,966193;2281,22;2172,994445;2017,63;2593,690444;3421,54;3856,403534;2309,3;0;2490,8;0;2467,96;0;2560,68;0;2791,23;0;2403,01;0;2313,04;0;2411,15;0
