Referência:;2022;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;janeiro;;fevereiro;;março;;abril;;maio;;junho;;julho;;agosto;;setembro;;outubro;;novembro;;dezembro;
001.007.0003 - Aquisição e Compras;001.0005 - Férias;2098,92;1720,68;1360,18;1597,26;1607,29;1587,81;2239,87;3587,41;1934,86;2092,37;2087,1;1460,78;1811,11;1575,92;2292,33;1705,52;1949,08;1733,28;1808,08;1868,35;1775,05;2100,04;2318,77;2034,42
001.007.0004 - Planejamento de Suprimentos;001.0005 - Férias;465,88;452,98;389,84;427,37;388,28;472,88;594,85;825,75;381,57;546,53;551,46;383,63;571,11;546,98;413,96;517,35;506,15;538,78;496,38;416,4;453,88;402,43;472,27;437,71
001.008.0001 - Suporte Técnico;001.0005 - Férias;5377,91;4440,23;4073,45;4909,48;4857,24;5694,66;7365,6;8048,93;5737,94;4865,98;4711,93;5213,24;6544,32;6302,28;6959,59;4869,4;5407,58;5870,98;6722,33;5761,27;5355,42;4392,61;7997,78;6376,54
001.008.0002 - Desenvolvimento de Software;001.0005 - Férias;3662,51;3582,53;3505,31;3941,76;4248,15;4016,64;6013,32;6433,46;4567,58;3310,91;3418,75;3511,78;4303,3;4899,48;4065,04;3990,31;5497,55;4999,05;3582,45;4243,42;3644,23;3958,75;5601,91;4582,43
001.008.0003 - Gerenciamento de Redes;001.0005 - Férias;2795,53;2038,87;2598,36;2268,9;2424,72;2377,77;2782,71;5005,14;2356,66;3253,7;2520,89;2981,73;2683,53;2248,76;3078,86;2834,07;2897,07;2682,5;3002,25;2742,19;3263,19;2912,48;3114,89;3079,67
001.008.0004 - Segurança da Informação;001.0005 - Férias;1449,18;1385,86;1509,58;1180,25;1151,74;1206,86;1423,59;2741,67;1492,33;1445,1;1278,71;1488,79;1574,04;1154,26;1258,58;1287,2;1284,35;1740,9;1406,49;1357,1;1751,16;1586,7;2054,34;1473,3
001.009.0001 - Novos Projetos;001.0005 - Férias;3645,32;2744,31;2739,89;3132,3;3552,22;3876,01;4596,02;5060,58;4088,59;4089,39;3466,67;2896,32;3216,33;4179,99;4730,77;3957,61;3392,95;4542,91;4594,16;4272,26;3363,54;3365,01;4814,9;4229,45
001.009.0002 - Gestão de Projetos;001.0005 - Férias;2300,13;2149,91;2898,92;2615,64;2169,78;2362,8;4025,31;4586,2;2958,84;2716,37;2896,94;2767,66;3340,47;2703,11;2554,75;2681,21;3543,5;2617,35;3428,21;2952,53;3440,09;2528,48;3507,25;3113,81
001.009.0003 - Desenho Tecnico;001.0005 - Férias;1991,49;1375,9;1844,38;1906,37;1532,99;1798,68;2583,29;3248,92;1966,02;2025,79;1995,77;1448,68;1720,38;1780,26;2009,36;1818,26;2027;1827,54;2297,32;1798,71;2081,76;1501,18;2618,25;2254,79
001.009.0004 - Gerencia da Engenharia;001.0005 - Férias;841,62;917,59;811,34;791,46;862,99;994,38;1207,54;1273,85;845,62;1073,33;1035,37;945,85;982,6;900,76;968,57;744,9;1176,73;990,22;815,44;1058,13;1125,23;1054,2;916,59;998,9
001.010.0001 - Equipamentos;001.0005 - Férias;12544,27;9810,9;8960,9;11009,7;8655,94;11647,48;11963,41;16857,59;13232,29;11274,95;11338,69;9324,91;13667,74;12406,26;13553,51;11314,88;13912,24;10014,86;10445,45;12256,88;12907,89;11116,14;15138,95;11244,37
001.010.0002 - Utilidades;001.0005 - Férias;6396,46;5431,7;4674,93;4280,66;4285,67;4935,55;7997,59;10346,81;6511,71;4730,08;5244,84;5435,04;5701,81;6319,56;5645,02;6102,83;6228,33;6937,07;6266,99;5886,48;6330,43;4860,31;7546,01;4723,53
001.010.0003 - Predial;001.0005 - Férias;1994,53;1402,77;1923,36;1766,9;1680,02;1849,76;2045,76;2565,2;2070,32;1670,02;1947,81;1776,89;1580,07;1552,24;1847,72;1584,81;1779,41;2318,62;1634,84;1858,93;1770,31;1697,07;2486,38;2111,61
001.001.0001 - Linha de Produção;001.0005 - Férias;291143,88;296896,46;222499,09;203836,19;280320,74;234994,26;339618,67;465991,91;225555,86;250767,09;302460,28;284473,54;294550,02;295446,37;259852,8;289862,19;293548,68;280856,66;306087,41;326011,83;331325,45;268303,3;274035,61;232310,3
001.001.0002 - Gerência de Produção;001.0005 - Férias;38305,54;46151,39;39156,56;50942,3;52969,38;50472,57;59144,13;90075,67;53884,86;47031,03;53816,49;51433,16;48184,97;43867,03;47909,78;39083,58;56781,66;61083,31;55167,05;50428,05;57525,25;42201,49;53043,37;47667,47
001.002.0001 - Equipe de Vendas;001.0005 - Férias;31515,46;25252,25;26712,84;24174,71;30321,5;28916,16;32050,11;39255,85;30482,87;31391,05;32435,97;27427,57;25071,38;25966,79;30300,45;29224,47;25481,1;34693,17;31261,21;28141,74;33088,46;26518,08;31509,91;34117,25
001.002.0002 - Marketing Digital;001.0005 - Férias;11854,98;10631,71;8559,26;11890,41;9535,14;10580,07;13524,01;18451,21;10813,1;11183,03;12956,6;11656,32;12030,81;11577,13;13549,24;12131,62;11270,78;10630,86;9868,22;13211,54;12243,69;9837,91;12427,12;12776,71
001.002.0003 - Pesquisa de Mercado;001.0005 - Férias;4393,76;4964,68;4885,22;4624,47;5018,27;3915,43;5137,91;6291,34;4737,38;5037,27;4072,75;4388,89;4417,26;4174,43;5814,08;4972,05;4479,68;5667,39;4532,8;5451,22;5249,18;5372,5;6127,9;5590,39
001.002.0004 - Gerência de Vendas;001.0005 - Férias;2546,22;2112;2408,95;1815,08;1962,22;1954,63;3357,98;4444,4;1976,96;2055,85;2793,37;2553,13;2725,29;2488,73;2623,46;2634,86;2276,9;2243,81;2569,98;2015,39;2933,29;2618,41;3038,57;2125,43
001.003.0001 - Recrutamento e Seleção;001.0005 - Férias;4050,98;3450,74;4434,76;3198,07;4044,71;3659,9;5098,1;7343,39;4434,53;3582,31;4677,2;3239,32;4846,92;3711,32;4839,55;3664,84;4312,27;5104,48;4613,54;4185,04;4802,73;4606,32;4743,54;3774,27
001.003.0002 - Treinamento e Desenvolvimento;001.0005 - Férias;3013,82;3181,66;2866,23;3629,16;3711,18;3310,36;4025,61;4782,53;2999,35;2784,69;3854,44;3123,69;4078,29;3416,38;4073;3676,04;3692,36;3807,27;3865,76;4048,91;3208,72;2691,1;4421,95;4031,93
001.003.0003 - Remuneração e Benefícios;001.0005 - Férias;2772,45;2511,69;2370,48;2201,14;2706,51;2089,77;3649,46;5087,29;2287,71;2695,34;2425,45;2367,84;2599,81;3146,69;2725,6;2279,38;2924,95;3453,79;2554,54;2579,16;3373,74;2694,48;3407,8;2719,62
001.003.0004 - Relações Trabalhistas;001.0005 - Férias;2110,82;2044,64;2121,42;1863,59;1853,53;1738,53;2504,74;2913,59;2500,42;2168,52;2490,45;1793,59;2348,92;2130,51;2133,58;1950,33;2108,77;2135,79;2232,79;1742,1;2110,1;2030,78;2475,13;2127,59
001.003.0005 - Gerência de RH;001.0005 - Férias;1440,56;1468,04;1060,86;1284,36;1086,93;1249,12;1617,45;1865,66;1194,21;1443,12;1352;1141,38;1280,97;1331,36;1258,5;1094,68;1730,86;1552,7;1185,92;1370,71;1625,31;1438,24;1478,92;1221,38
001.004.0001 - Contabilidade Geral;001.0005 - Férias;3382,51;3862,03;3565,69;3395,7;3630,06;3849,73;5313,2;5762,42;3732,75;3301,87;4420,67;3667,64;4338,75;4114,64;4037,06;3521,5;3548,24;4689,91;3653,64;3964,07;4348,89;3752,46;4942,67;3924,07
001.004.0002 - Planejamento Financeiro;001.0005 - Férias;1826,99;2130,74;1964,38;1801,9;1996,21;1694,51;2797,81;4168,73;2641,19;2602,67;2220,41;2337,86;2077,64;2255;2007,88;2218,04;2873,4;2598,69;2651,92;2347,7;2628,7;2581,6;2301,77;2375,02
001.004.0003 - Tesouraria;001.0005 - Férias;1804,57;1551,81;1778,78;1379,53;1976,63;1970,09;2749,25;3429,98;1972,65;2122,61;1741,56;1935,8;1960,92;1642,51;1599,59;2034,97;1938,18;1594,7;2260,14;2091,9;2126,98;1517,87;2079,44;2123,4
001.004.0004 - Controladoria;001.0005 - Férias;1521,53;1435,81;1331,27;1099,2;1206,96;1266,9;1612,98;2742,22;1611,48;1551,17;1526,69;1352,18;1293,83;1098,14;1244,26;1534,34;1425,97;1525,36;1434,9;1288,38;1614,74;1240,87;1523,17;1597,23
001.005.0001 - Pesquisa e Desenvolvimento;001.0005 - Férias;3803,6;3568,33;3535,68;4324,45;3555,76;4280,04;6042,62;8018,95;5384,51;4841,1;4038,97;4567,99;5417,49;4234,11;4604,93;5290,49;4160,68;5114,11;4955,15;4616,25;5325,46;4680,8;5651,08;4254,75
001.006.0001 - Testes de Qualidade;001.0005 - Férias;8498,82;10495,6;8027,32;7147,3;9387,13;7956,64;9889,66;18393,8;8765,42;7895,26;9392,63;9436,79;9827,98;9963,47;9341,39;8693,73;9649,4;10101,31;10504,52;8895,35;11199,49;10872,94;14379,55;11862,18
001.006.0002 - Inspeção de Produtos;001.0005 - Férias;3129,91;2772,65;2587,65;1988,4;2818,93;2694,59;3669,95;4035,37;3296,22;2945,27;2749,99;2089,58;3206,89;2251,91;2826,49;3202,76;3463,37;3034,43;2691,57;3031,87;2592,25;2792,99;3037,41;2910,27
001.006.0003 - Documentação Legal;001.0005 - Férias;1390,49;1170,67;1483,37;1337,37;1045,8;1252,56;1661,24;2383,25;1540,74;1308,11;1467,28;1041,73;1491,24;1596,05;1712,56;1601,93;1498,27;1182,97;1708,05;1208,1;1575,02;1503,15;1790,53;1489,18
001.007.0001 - Gerenciamento de Estoques;001.0005 - Férias;4135,52;2855,58;3055,56;3586,55;3956,93;3619,1;3981,59;6711,43;3231,62;3464,98;3577,29;3318,62;3690,71;4151,66;4174,9;2977,63;4622,07;3540,86;3154,96;3766,14;3913,91;3478,48;4828,4;4229,79
001.007.0002 - Transporte e Distribuição;001.0005 - Férias;2632,85;2981,74;2505,64;2994,93;3340,26;2598,4;3418,78;5316,99;3616,47;2942,31;2762,32;2420,93;3190,56;3173,56;4039,2;2617,76;4289,88;3704,94;2917,28;3209,29;3875,34;2759,24;4453,49;2867,52
001.007.0003 - Aquisição e Compras;001.0005 - Férias;1529,42;1638,49;1659,7;1315,3;1710,14;1892,85;2271,74;2957,71;2213,59;1813,75;1905,86;1383,34;1964,54;2168,75;1921,02;1734,42;2366,23;2298,51;1843,63;1766,12;1688,2;1577,43;2365,02;1548,14
001.007.0004 - Planejamento de Suprimentos;001.0005 - Férias;520,15;342,02;492,01;457,96;410,39;449,44;489,05;763,67;555,86;481,93;532,19;462,55;466,51;476,98;447,79;370,48;510,24;516,13;480,95;487,16;571,74;490,89;576,04;506,8
001.008.0001 - Suporte Técnico;001.0005 - Férias;4596,93;5699,48;5908,84;5772,49;5234,8;4700,78;6728,47;10390,31;6063,42;5771,57;6563,95;5468,31;4764,33;5917,14;4827,22;6064,95;7223,84;6009,87;6861,77;6312,67;5508,78;5951,72;6552,02;6733,74
001.008.0002 - Desenvolvimento de Software;001.0005 - Férias;3612,84;4259,91;3281,04;3544,55;3566,84;3362,2;5013,22;7024,08;4948,94;3385,61;3666,08;3255,83;4982,74;3657,57;5207,7;4073,4;5455,98;3797,48;5159,8;3962,83;3775,57;4418,22;6096,7;4301,94
001.008.0003 - Gerenciamento de Redes;001.0005 - Férias;2642,16;2912,73;2709,69;2021,31;2094,72;2813,39;3492;5400,51;2407,93;2782,38;3213,97;2065,39;3366,94;2906,1;2832,71;2204,51;3222,04;3323,83;3027,98;2870,88;3318,95;2950;3068,98;2583,4
001.008.0004 - Segurança da Informação;001.0005 - Férias;1554,27;1274,17;1286,29;1282,15;1024,19;1358,23;1559,63;2350,82;1481,03;1553,06;1575,14;1224,84;1240,67;1436,69;1740,51;1386,92;1670,44;1711,73;1741,51;1305,48;1715,33;1324,18;1849,8;1623,66
001.009.0001 - Novos Projetos;001.0005 - Férias;3425,68;3002,09;3496,65;3251,17;2787,73;3439,56;4663,75;5394,82;3049,78;3129,75;4279,95;2832,77;4183,06;3534,62;4157,06;3477,29;3967,56;4439,7;4397,17;4416,36;4262,76;3157,76;3677,82;3267,69
001.009.0002 - Gestão de Projetos;001.0005 - Férias;3074,46;2998,17;2331,28;2873,96;2212,27;2947,5;2883,62;4160,99;3162,81;3084,82;2295,29;2154,46;3336,83;2415,7;2428,22;2419,56;2843,53;2665,31;2652,79;2960,24;3245,27;2400,61;4069,84;3100,97
001.009.0003 - Desenho Tecnico;001.0005 - Férias;2179,05;1978,63;1608,97;1410,81;1815,32;1584,8;2580,11;2717,7;2261,56;2166,65;1776,19;1469,6;1587,3;2152,66;1592,26;1514,15;2000,94;2334,05;1642,77;2208,96;1953,52;1674,18;2728,35;1984,65
001.009.0004 - Gerencia da Engenharia;001.0005 - Férias;837,37;904,78;793,92;762,06;870,77;734,75;1023,95;1589,88;905,49;842,21;1050,62;691,7;1086,45;936,45;866,34;1020,82;1117,81;1096,23;1040,44;1052,6;975,66;772,27;1266,1;1107,3
001.010.0001 - Equipamentos;001.0005 - Férias;12036,02;11950,29;11487,63;10014,3;10111,33;11034,18;15790,51;15998,93;10048,13;11186,11;10393,25;8886,16;9421,04;9076,06;10560,51;9670,81;14569,91;9910,64;13409,5;13409,05;10541,15;8987,24;12611,65;9630,36
001.010.0002 - Utilidades;001.0005 - Férias;6208,32;5502,32;4649,86;5343,79;5702,88;4279,94;5993,25;9590,07;5640,17;6218,06;5265,93;4191,57;5029,53;4523,13;4817,38;4439,17;5857,21;6438,96;4883,04;5403,64;5390,11;5147,03;5794,14;4869,66
001.010.0003 - Predial;001.0005 - Férias;1503,79;1552,18;1467,62;1787,1;1943,75;1946,92;2056,26;3304,61;1963,8;1531,12;2149,09;1712,56;2160,29;1591,73;2148,89;1646,6;1795,89;1657;2059,78;1851,82;1887,55;1903,35;2671,16;1776,95
001.001.0001 - Linha de Produção;002.0001 - FGTS;236338,59;162067,87;176134,23;189027,3;182806,54;159411,56;281661,62;247119,5;193359,83;194283,38;205913,65;224383,21;266899,71;210367,71;197373,32;173344,54;273033,53;213812,12;202927,73;184286,88;246276,6;224554,91;220247,78;228251,77
001.001.0002 - Gerência de Produção;002.0001 - FGTS;29507,71;32631,56;34319,81;31032,57;38803,59;29561,72;46247,63;42724,91;38135,01;37871,11;35804,29;38451,51;45059,13;34413,03;41551,35;31788,29;53210,05;39452,72;46884,32;39928,64;35192,05;36125,97;42078,83;35380,96
001.002.0001 - Equipe de Vendas;002.0001 - FGTS;21332,68;17104,77;17641,86;16119,22;19903,88;22398,96;26456,84;22738,23;21658,88;21997,75;21774,55;21545,36;22376,03;24989,55;21182,06;18019,48;27977,99;20303,49;27716,76;22498,17;22921,35;24022,06;21476,47;24985,13
001.002.0002 - Marketing Digital;002.0001 - FGTS;9756,41;6030,42;8366,18;8333,88;10234,93;7991,5;12622,84;10110,78;8296,21;7484,53;10598,36;10322,47;9692,97;9348,87;10919,64;7320,08;9973,67;11952,97;10308,44;10196,5;10687,84;9900,62;10825,94;10212,63
001.002.0003 - Pesquisa de Mercado;002.0001 - FGTS;3855,17;3116,71;4178,5;3686,57;3832,49;3612,25;4750,35;3233,05;4494,43;3348,92;3135,64;3272,09;4608,51;3011,98;4555,02;4171,44;4174,42;3993,06;4438,77;3481,75;4855,76;4254,29;3846,67;4204,11
001.002.0004 - Gerência de Vendas;002.0001 - FGTS;1383,38;1296,09;1747,04;1308,25;1670,84;1349,62;2246,44;1565,12;1718,03;1820,47;1567,49;1836,97;1604,45;1392,73;1771,7;1557,99;1731,03;2376,03;1871,45;1887,5;1831,11;1668,18;2346,79;2030,67
001.003.0001 - Recrutamento e Seleção;002.0001 - FGTS;3302,28;3133,24;3405,98;3201,32;2733,06;2362,53;3133,16;3422,6;3249,21;3791,89;3636,63;3481,87;3753,8;3507,77;3420,22;3393,71;3757,92;4035,24;3130,88;2903,77;3131,5;3681,29;4047,18;3566,65
001.003.0002 - Treinamento e Desenvolvimento;002.0001 - FGTS;2917,56;1890,45;2273,65;2348,74;2836,97;2662,35;3205,68;2292,44;3243,32;2889,88;2724,36;2154,02;3451,72;2813,3;3285;3169,98;3610,29;2616,42;2933,52;2489,36;2686,65;2284,59;2662,82;3073,21
001.003.0003 - Remuneração e Benefícios;002.0001 - FGTS;1798,45;1743,96;2339,86;2059,84;2378,84;2191,89;2813,37;1806,59;2117,1;2256,69;2607,92;2021,68;2302,02;2357,47;2587,99;2572,1;2515,38;2049,98;2592,45;2163,4;1972,32;2456,67;2189,19;2335,41
001.003.0004 - Relações Trabalhistas;002.0001 - FGTS;1656,8;1492,67;1417,46;1281,23;1542,62;1515,23;2281,84;1990,29;1477,77;1761,46;2079,5;1444,42;1703,68;1469,65;1631,82;1837,54;1893,54;2125,2;1912,36;1951,96;1837,43;1932,66;1519,58;1609,61
001.003.0005 - Gerência de RH;002.0001 - FGTS;1196,82;771,69;846,19;867,84;867,22;1032,52;1294,1;1157,53;1208,75;977,15;1006,7;877,44;1027,67;1007,97;1169,92;983,93;1332,29;1052,11;999,74;961,46;992,84;1164,37;1087,4;1128,87
001.004.0001 - Contabilidade Geral;002.0001 - FGTS;3188;2316,38;2738,62;2760,81;2900,88;2407,18;2877,93;3489,87;3146,86;2492,96;2906,69;3270,5;2698,35;2691,43;3227,03;3131,3;2846,85;3191,24;3359,48;3093,02;3826,09;2375,34;3450,99;2743,28
001.004.0002 - Planejamento Financeiro;002.0001 - FGTS;1565,09;1795,55;1449,92;1430,89;1909,82;1765,03;2296,41;1639,89;2091,76;1818,36;1954,12;2017,02;2241,17;1648,61;2146,87;1756,59;1915,73;2203,4;2132,06;2080,22;1899,33;2119,57;2051,84;1705,09
001.004.0003 - Tesouraria;002.0001 - FGTS;1221,48;1116,1;1149,86;1352,21;1361,89;1039,77;1969,31;1353,9;1845,84;1614,27;1348,46;1368,44;1591,01;1509,04;1701,1;1253,06;1465,58;1583,6;1371,44;1250,54;1522,17;1290,35;1284,67;1478,37
001.004.0004 - Controladoria;002.0001 - FGTS;1126,61;882,28;1133,94;1169,66;915,2;992,45;1346,18;1169,7;1266,64;971,03;1160,58;1158,01;981,5;1022,28;997,46;1177,28;1490,76;1364,39;1418,12;1020,78;1323,42;1146,37;1327;961,07
001.005.0001 - Pesquisa e Desenvolvimento;002.0001 - FGTS;3588,97;2425,57;2861,98;3194,6;3084,12;2973,13;5035,1;3545,85;4220,68;3235,08;3324,4;3942,34;3347,76;3280,93;4090,05;3209,08;3948,31;3300,17;4601,19;3238,01;3817,14;3230,65;3735,72;3559,45
001.006.0001 - Testes de Qualidade;002.0001 - FGTS;6967,47;6249,41;6321,08;7744,74;7757,7;5742,44;10182,77;6939;6796;6475,98;7604,06;6949,74;8606,45;8258,46;8127,21;7286,83;9942,31;6723,38;8363,1;6900,85;9187,9;6739,76;8095,2;7629,2
001.006.0002 - Inspeção de Produtos;002.0001 - FGTS;2110,28;1570,57;2310,33;1922,22;1727,9;1594,49;2378,42;2496,06;2779,8;2362,98;2157,74;2111,41;2271,8;2239,91;2704,22;1761,43;2160,03;2722,04;2465,91;1793,22;1949,9;2110,33;2741,15;2242,08
001.006.0003 - Documentação Legal;002.0001 - FGTS;1093,16;901,29;1208,31;1057,54;839,33;1026,36;1504,17;1040,92;982,19;927,93;957,21;888,87;1196,98;1061,51;1450,23;959,51;1166,52;966,9;1089,86;1272,42;1159,88;1275,47;1364,81;954,31
001.007.0001 - Gerenciamento de Estoques;002.0001 - FGTS;2243,45;2199,92;2655,24;2428,97;3066,91;2563,76;3834,33;2733,79;3446,98;3281,6;2671,06;2915,43;2593,91;2383,28;3069,9;2851,88;3809,18;3106,04;2950,36;3308,65;3758,91;2893,02;3634,1;3397,18
001.007.0002 - Transporte e Distribuição;002.0001 - FGTS;2060,11;1810,27;2486,22;2646,65;2872,78;1971,17;2709,88;2564,31;2184,59;2888,65;2623,74;2096,26;3185,9;2275,3;3023;2417,27;3275,94;2458,76;2922,93;2223,03;2841,74;2887,62;3015,01;2675,97
001.007.0003 - Aquisição e Compras;002.0001 - FGTS;1133,22;1206,91;1590,06;1265,29;1203,79;1169,93;1388,7;1368,27;1254,84;1691,82;1484,62;1420,6;1245,92;1146,12;1298,08;1180,88;1660,2;1426,38;1878,56;1319,54;1744,23;1697,91;1500,97;1254,92
001.007.0004 - Planejamento de Suprimentos;002.0001 - FGTS;284,01;354,23;367,13;390,07;341,79;299,42;467,69;323,87;462,76;362,39;368,61;319,71;386,96;285,18;477,09;366,36;413,46;393,07;373,52;436,7;447,6;329,23;414,49;386,47
001.008.0001 - Suporte Técnico;002.0001 - FGTS;3970,12;4173,04;4830,67;3968,73;3901,82;3743,65;4877;4000,6;4110,03;4815,33;3827,17;4619,09;4453,52;3846,78;4717,85;4347,57;5775,46;4725,28;4980,38;4940,21;5655,61;4596,78;4565,9;3876,61
001.008.0002 - Desenvolvimento de Software;002.0001 - FGTS;3391,1;2780,14;2947,97;2657,46;3598,75;2571,09;3957,83;3295,81;4074,9;2586,22;2955,64;2641,66;3442,62;3065,21;3585,35;3602,57;4041,97;3677,44;3230,37;2970,32;4274,89;3682,47;3556,43;2696,93
001.008.0003 - Gerenciamento de Redes;002.0001 - FGTS;2444,71;1776,1;2455,6;1948,79;2227,26;1895,64;3000,44;2432,73;2054,76;2303,92;2342,89;2151,36;2502;1907,96;2674,63;2368,86;2390,92;2124,44;2700,23;2059,06;2804,82;1979,98;2852,6;2093,84
001.008.0004 - Segurança da Informação;002.0001 - FGTS;911,13;1023,8;901,67;946,98;1017,76;847,76;1460,65;998,59;1009,83;1213,8;1164,52;1215,09;927,43;1016,98;1234,77;979,66;1430,92;1001,89;1369,09;1086,24;1252,36;1249,35;1085,6;914,73
001.009.0001 - Novos Projetos;002.0001 - FGTS;2236,78;1918,26;2988,09;2174,73;2457,21;2029,91;3621,19;2398,24;3220,86;3264,01;3712,94;3142,6;3603,52;2624,01;2999,17;2813,33;3885,31;2582,61;3170,48;2371,8;2850,83;3495,75;2792,63;2462,39
001.009.0002 - Gestão de Projetos;002.0001 - FGTS;2244,5;1479,88;2343,36;1716,01;1748,71;1990,37;2960,1;2516,58;2163,39;2283,24;2243,06;2116,61;2712,82;2378,94;2177,49;2072,25;2191,61;2090,17;2436,58;2442,68;2318,88;2612,94;2026,12;2091,59
001.009.0003 - Desenho Tecnico;002.0001 - FGTS;1511,33;1250,9;1296,24;1391,39;1437,25;1077,14;1804,78;1781,69;1339,28;1548,97;1427,4;1489,97;1422,1;1311,42;1764,77;1649,74;1690,22;1440,32;1351,74;1600,29;1804,21;1540,65;1804,01;1562,87
001.009.0004 - Gerencia da Engenharia;002.0001 - FGTS;696,17;565,98;679,05;544,36;798,63;739,8;864,86;788,66;784,05;658,57;837,11;745,78;742,06;590,22;874,53;686,95;756,09;876,25;902,32;715,52;858,27;606,67;651,24;579,16
001.010.0001 - Equipamentos;002.0001 - FGTS;9692,39;6434,83;7458,86;9105;7745,52;6943,92;10247,87;7290,54;10188,13;8525,48;10377,78;7807,45;8883,18;8821,05;8457,06;10329,9;9697,28;10856,69;9378,01;7254,37;11217,19;8784,99;10521,34;9237,03
001.010.0002 - Utilidades;002.0001 - FGTS;3460,39;3575,62;3403,55;4528,74;3699,24;4281,35;5169,32;3909,41;4052,57;4090,67;4854,44;4310,72;3834,96;3785,38;4765,05;4385,86;4410,11;4263,04;4678,84;3690,14;4944,2;3885,71;3835,41;3455,91
001.010.0003 - Predial;002.0001 - FGTS;1192;1240,54;1199,74;1333,52;1209,14;1112,61;1705,11;1300,41;1779,58;1400,17;1852,39;1376,34;1270,55;1517,75;1518,49;1418,12;1559,43;1731,65;1668,18;1413,24;1908,99;1258,38;1655,44;1298,64
001.001.0001 - Linha de Produção;002.0001 - FGTS;188623,23;166799,07;187354,14;194783,11;232427,1;179782,78;208581,49;210771,77;247666,19;251085,45;185201,4;188311,15;217786,83;192853,61;253331,41;232422,27;299156,25;252924,65;206746,34;218916,32;279722,09;219379,55;234526,92;246575,86
001.001.0002 - Gerência de Produção;002.0001 - FGTS;33552,29;35055,5;42287,73;39331,33;34796,31;33216,56;47016,73;41930,59;44016,99;29962,84;47003,39;30882,09;41221,12;32160,59;37163,1;36058,81;37738;41650,37;38654,62;42533,06;41164,95;38154,69;38912,81;40006,81
001.002.0001 - Equipe de Vendas;002.0001 - FGTS;20448,55;18785,52;22032,99;16324,56;22043,96;18252,48;28451,42;19702,19;21152,06;23487,97;22455,53;17983,79;27559,15;20501,29;25826,66;20681,08;26296,24;24940,98;22603,19;24847,77;28741,38;18335,89;24323,5;19126,95
001.002.0002 - Marketing Digital;002.0001 - FGTS;7216,47;8180,82;9063,03;8281,45;9817,31;6681,31;10007,58;9176,37;8765,9;9757,83;9247,86;9000,2;9719,53;6995,97;11058,25;8611,94;12258,4;9103,52;10544,25;10317,97;8928,42;10846,91;9062,1;9086,48
001.002.0003 - Pesquisa de Mercado;002.0001 - FGTS;3371,29;2416,98;3588,93;3815,62;3890,84;2784,28;4578,63;3311,02;4187,48;4210,21;4264,19;3476,65;3633,49;3626,82;3233,2;3460,84;4754,93;4129,45;3481,52;3555;3440,21;3774,22;3223,88;3398,1
001.002.0004 - Gerência de Vendas;002.0001 - FGTS;1851,85;1665,14;1487,07;1580,72;1926,54;1395,03;2244,03;2148,35;1891,66;1879,72;1708,49;1966,17;2080,89;1401,14;2010,35;2066,47;2301,9;2356,25;1673,81;1894,31;2099,52;1888,55;1858,43;1835,5
001.003.0001 - Recrutamento e Seleção;002.0001 - FGTS;2749,22;2275,2;3042,62;2614,46;2717,69;2463,32;4564,82;2926,05;3631,37;2796,48;3044,27;3760,9;3289,44;3045,73;4331,78;3460,64;3900,96;2956,01;3811,78;3075,34;3754,02;2734,22;3015,5;3240,77
001.003.0002 - Treinamento e Desenvolvimento;002.0001 - FGTS;2682,62;2501,54;2649,38;2774,77;2787,4;2674,27;3767,14;2564,15;2965,2;2927,2;2628,18;2902,53;2489,83;2930,87;2843,9;2172,38;2551,74;2709,74;2958,64;3102,15;3093,77;3118,21;2608,63;2151,52
001.003.0003 - Remuneração e Benefícios;002.0001 - FGTS;1725,18;1555,56;2228,62;2143,06;2255,1;2227,57;3032,48;2447,95;2351,35;1759,31;1922,24;1838,76;2016,73;2132,41;2110,35;2476,82;2864,63;2063,45;2013,84;2556,32;2255,97;2405,07;2588,69;2393,47
001.003.0004 - Relações Trabalhistas;002.0001 - FGTS;1493,09;1350,97;1366,3;1174,63;1675,58;1413,21;2236,54;1383,84;1524,01;1390,82;1912,38;1590,6;1963,12;1537,71;1723,34;1535,03;1672,87;1553,69;2064,67;1944,64;1854,06;1785,52;1788,59;1472,93
001.003.0005 - Gerência de RH;002.0001 - FGTS;1169,25;728,47;1137,75;789,51;1180,48;800,17;1260,65;1252,35;1252,39;1187,91;1165,8;1233,09;1022,38;1131,24;1359,78;1237,89;1122,2;1368,6;1076,85;1266,36;1026,67;1152,46;1252,56;983,63
001.004.0001 - Contabilidade Geral;002.0001 - FGTS;2459,76;2334,84;2659,65;2155,67;2654,39;2594,98;3147,68;2923,32;2566,74;3293,81;2675,74;2403,21;2520,46;3199,47;3864,97;2585,96;2765,05;3098,07;3153,76;3144,09;3450,91;3282,41;2790,09;3048,68
001.004.0002 - Planejamento Financeiro;002.0001 - FGTS;1821,53;1297,15;1486,33;1317,77;2017,37;1309,76;1844,12;1570,66;1676,98;1425,86;1750,44;1704;1686,99;1415,62;1812,62;1996,67;2433,21;2292;2395,1;2045,16;2153,07;1698,69;2104,43;1555,72
